Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
57936707,06/18/2023 03:14:01 AM,06/22/2023 03:13:09 PM,DOT,Department of Transportation,Street Sign - Damaged,Do Not Enter,N/A,Street,11363,44-36 DOUGLASTON PARKWAY,DOUGLASTON PARKWAY,CHURCH STREET,NORTHERN BOULEVARD,CHURCH STREET,NORTHERN BOULEVARD,ADDRESS,LITTLE NECK,DOUGLASTON PARKWAY,,Closed,,The Department of Transportation has completed the request or corrected the condition.,06/22/2023 03:13:14 PM,11 QUEENS,19,Precinct 111,4080920039,QUEENS,1054865,218465,MOBILE,Unspecified,QUEENS,,,,,,,,40.76603034265713,-73.74507754534588,POINT (-73.745077545346 40.766030342657)
57929489,06/17/2023 04:38:41 PM,06/17/2023 04:54:57 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,10022,219 EAST   51 STREET,EAST   51 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   51 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/17/2023 04:55:01 PM,06 MANHATTAN,04,Precinct 17,1013250010,MANHATTAN,992649,214781,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.75619674377895,-73.96968385422808,POINT (-73.969683854228 40.756196743779)
57940883,06/19/2023 09:07:06 AM,11/12/2024 05:34:58 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,N/A,Street,11208,549 ELDERT LANE,ELDERT LANE,GLENMORE AVENUE,PITKIN AVENUE,GLENMORE AVENUE,PITKIN AVENUE,ADDRESS,BROOKLYN,ELDERT LANE,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",11/12/2024 05:35:15 PM,05 BROOKLYN,37,Precinct 75,3042240018,BROOKLYN,1021758,186125,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6774674253721,-73.86477484800471,POINT (-73.864774848005 40.677467425372)
57930029,06/17/2023 01:48:31 PM,06/17/2023 02:27:59 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 02:28:06 PM,02 BROOKLYN,35,Precinct 84,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.699800319891985,-73.98361593748928,POINT (-73.983615937489 40.699800319892)
57932297,06/18/2023 07:03:43 PM,06/18/2023 07:44:59 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10467,55 EAST MOSHOLU PARKWAY NORTH,EAST MOSHOLU PARKWAY NORTH,JEROME AVENUE,KOSSUTH AVENUE,JEROME AVENUE,KOSSUTH AVENUE,ADDRESS,BRONX,EAST MOSHOLU PARKWAY NORTH,,Closed,,The Police Department issued a summons in response to the complaint.,06/18/2023 07:45:03 PM,07 BRONX,11,Precinct 52,2033260100,BRONX,1016570,259636,ONLINE,Unspecified,BRONX,,,,,,,,40.87925590495172,-73.88312517971579,POINT (-73.883125179716 40.879255904952)
57933926,06/18/2023 07:06:12 PM,06/18/2023 07:27:54 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,10473,445 BEACH AVENUE,BEACH AVENUE,PATTERSON AVENUE,LACOMBE AVENUE,PATTERSON AVENUE,LACOMBE AVENUE,ADDRESS,BRONX,BEACH AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 07:27:57 PM,09 BRONX,18,Precinct 43,2034940056,BRONX,1022407,235788,PHONE,Unspecified,BRONX,,,,,,,,40.81377694044096,-73.8621532990062,POINT (-73.862153299006 40.813776940441)
57936869,06/18/2023 10:01:16 PM,06/18/2023 10:45:57 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11421,78 STREET,78 STREET,78 STREET,90 ROAD,78 STREET,90 ROAD,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 10:46:01 PM,09 QUEENS,32,Precinct 102,,QUEENS,1022313,189641,PHONE,Unspecified,QUEENS,,,,,,,,40.68711566438001,-73.8627540853215,POINT (-73.862754085321 40.68711566438)
57930047,06/17/2023 12:29:18 PM,06/17/2023 01:32:16 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,10467,3028 WALLACE AVENUE,WALLACE AVENUE,ADEE AVENUE,BURKE AVENUE,ADEE AVENUE,BURKE AVENUE,ADDRESS,BRONX,WALLACE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2023 01:32:23 PM,12 BRONX,12,Precinct 47,2045710016,BRONX,1021781,256303,ONLINE,Unspecified,BRONX,,,,,,,,40.87008723587002,-73.86429998398982,POINT (-73.86429998399 40.87008723587)
57933359,06/18/2023 08:41:39 PM,06/18/2023 09:43:54 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,,Residential Building/House,11228,7511 14 AVENUE,14 AVENUE,BAY RIDGE PARKWAY,76 STREET,BAY RIDGE PARKWAY,76 STREET,ADDRESS,BROOKLYN,14 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 09:43:59 PM,11 BROOKLYN,38,Precinct 62,3062230004,BROOKLYN,982763,164735,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61883584857682,-74.00535627321847,POINT (-74.005356273218 40.618835848577)
57933971,06/18/2023 02:12:37 PM,07/06/2023 11:51:35 AM,DSNY,Department of Sanitation,Dead Animal,Cat,Street or Sidewalk,Street,11428,90-43 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,90 AVENUE,93 AVENUE,90 AVENUE,93 AVENUE,ADDRESS,QUEENS VILLAGE,FRANCIS LEWIS BOULEVARD,,Closed,,The Department of Sanitation cleaned the location.,06/20/2023 05:34:34 AM,13 QUEENS,23,Precinct 105,4105560013,QUEENS,1051605,200899,PHONE,Unspecified,QUEENS,,,,,,,,40.717841675365726,-73.75702208722835,POINT (-73.757022087228 40.717841675366)
59440067,10/03/2023 08:24:23 PM,10/05/2023 12:00:00 AM,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,No Hot Water,Building-Wide,10032,66 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,,Closed,,,10/05/2023 12:00:00 AM,12 MANHATTAN,07,Precinct 33,1021370046,MANHATTAN,999710,244397,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.837475067650004,-73.94412903584575,POINT (-73.944129035846 40.83747506765)
57929183,06/17/2023 12:40:25 PM,06/17/2023 02:09:27 PM,DHS,Department of Homeless Services,Homeless Person Assistance,,,Street/Sidewalk,10028,EAST 86 STREET,EAST 86 STREET,2 AVENUE,EAST   86 STREET,2 AVENUE,EAST 86 STREET,INTERSECTION,MANHATTAN,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",06/17/2023 02:09:27 PM,08 MANHATTAN,05,Precinct 19,,MANHATTAN,997615,222681,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.777874081223175,-73.95174339794139,POINT (-73.951743397941 40.777874081223)
57928814,06/17/2023 10:07:29 PM,06/17/2023 10:27:56 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10027,61 MORNINGSIDE AVENUE,MORNINGSIDE AVENUE,WEST  120 STREET,WEST  121 STREET,WEST  120 STREET,WEST  121 STREET,ADDRESS,NEW YORK,MORNINGSIDE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 10:28:00 PM,10 MANHATTAN,09,Precinct 28,1019470004,MANHATTAN,996375,233784,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.808350601387275,-73.95620058272728,POINT (-73.956200582727 40.808350601387)
57928868,06/17/2023 02:48:22 PM,06/17/2023 03:09:13 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,Street/Sidewalk,11361,40-01 BELL BOULEVARD,BELL BOULEVARD,40 AVENUE,41 AVENUE,40 AVENUE,41 AVENUE,ADDRESS,BAYSIDE,BELL BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 03:09:19 PM,11 QUEENS,19,Precinct 111,4062880011,QUEENS,1047613,217767,ONLINE,Unspecified,QUEENS,,,,,,,,40.76416947147216,-73.77126395596589,POINT (-73.771263955966 40.764169471472)
57943439,06/20/2023 12:35:13 AM,06/20/2023 12:59:16 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10031,571 WEST  139 STREET,WEST  139 STREET,HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,ADDRESS,NEW YORK,WEST  139 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/20/2023 12:59:22 AM,09 MANHATTAN,07,Precinct 30,1020710001,MANHATTAN,997372,238899,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.822388418357896,-73.9525890968376,POINT (-73.952589096838 40.822388418358)
57935681,06/18/2023 09:19:44 AM,06/18/2023 09:51:37 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11379,67-33 79 STREET,79 STREET,67 ROAD,67 DRIVE,67 ROAD,67 DRIVE,ADDRESS,MIDDLE VILLAGE,79 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 09:51:43 AM,05 QUEENS,30,Precinct 104,4037810007,QUEENS,1019316,198807,MOBILE,Unspecified,QUEENS,,,,,,,,40.71228654814689,-73.87351279880274,POINT (-73.873512798803 40.712286548147)
57931091,06/18/2023 01:12:21 AM,06/18/2023 01:28:25 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10454,333 CYPRESS AVENUE,CYPRESS AVENUE,EAST  141 STREET,ST MARYS STREET,EAST  141 STREET,ST MARYS STREET,ADDRESS,BRONX,CYPRESS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 01:28:28 AM,01 BRONX,08,Precinct 40,2025540054,BRONX,1008297,233711,ONLINE,Unspecified,BRONX,,,,,,,,40.808125831260206,-73.9131347497689,POINT (-73.913134749769 40.80812583126)
57936203,06/18/2023 08:36:07 AM,06/20/2023 08:31:51 PM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,CHIPPED/PEELING/FLAKING,RESIDENTIAL BUILDING,10463,3135 GODWIN TERRACE,GODWIN TERRACE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,06/20/2023 12:00:00 AM,08 BRONX,11,Precinct 50,2057070020,BRONX,1010481,259922,ONLINE,Unspecified,BRONX,,,,,,,,40.880061083454045,-73.90514293848292,POINT (-73.905142938483 40.880061083454)
57940037,06/18/2023 03:31:37 AM,06/18/2023 06:09:46 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,,Club/Bar/Restaurant,11249,111 NORTH   12 STREET,NORTH   12 STREET,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,NORTH   12 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 06:09:51 AM,01 BROOKLYN,33,Precinct 94,3022830001,BROOKLYN,996160,202334,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.72202878901314,-73.95703295734614,POINT (-73.957032957346 40.722028789013)
57941162,06/19/2023 10:12:00 AM,06/19/2023 12:10:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,Operating Improperly,,11226,,,,,FLATBUSH AVENUE,STEPHENS COURT,INTERSECTION,BROOKLYN,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,06/19/2023 12:10:00 PM,14 BROOKLYN,40,Precinct 70,,BROOKLYN,996941,172127,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.639116363195996,-73.95427227568217,POINT (-73.954272275682 40.639116363196)
57937562,06/18/2023 08:31:00 PM,06/18/2023 09:41:51 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,,Street/Sidewalk,11211,491 METROPOLITAN AVENUE,METROPOLITAN AVENUE,MEEKER AVENUE,UNION AVENUE,MEEKER AVENUE,UNION AVENUE,ADDRESS,BROOKLYN,METROPOLITAN AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,06/18/2023 09:41:55 PM,01 BROOKLYN,34,Precinct 94,,BROOKLYN,997518,199436,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71407254366003,-73.9521394896948,POINT (-73.952139489695 40.71407254366)
57930974,06/17/2023 09:12:29 PM,06/17/2023 09:24:12 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,,Store/Commercial,10014,115 PERRY STREET,PERRY STREET,HUDSON STREET,GREENWICH STREET,HUDSON STREET,GREENWICH STREET,ADDRESS,NEW YORK,PERRY STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 09:24:16 PM,02 MANHATTAN,03,Precinct 6,1006330060,MANHATTAN,982441,207085,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.73507695677548,-74.00652750612426,POINT (-74.006527506124 40.735076956775)
57929732,06/17/2023 08:30:16 AM,06/17/2023 08:48:33 AM,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,,Street/Sidewalk,10032,524 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  169 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2023 08:48:37 AM,12 MANHATTAN,10,Precinct 33,1021250032,MANHATTAN,1001578,245628,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.840850336148144,-73.93737508387434,POINT (-73.937375083874 40.840850336148)
57928913,06/18/2023 12:12:08 AM,06/18/2023 12:30:25 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11225,181 HAWTHORNE STREET,HAWTHORNE STREET,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,HAWTHORNE STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 12:30:31 AM,09 BROOKLYN,40,Precinct 71,3050430066,BROOKLYN,996883,178858,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65759158062353,-73.95446865284168,POINT (-73.954468652842 40.657591580624)
57927824,06/17/2023 07:13:26 PM,06/17/2023 07:24:40 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10457,400 CLAREMONT PARKWAY,CLAREMONT PARKWAY,CLAY AVENUE,BROOK AVENUE,CLAY AVENUE,BROOK AVENUE,ADDRESS,BRONX,CLAREMONT PARKWAY,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2023 07:24:43 PM,03 BRONX,16,Precinct 42,2028960095,BRONX,1010464,245224,PHONE,Unspecified,BRONX,,,,,,,,40.83971956715613,-73.90526189820024,POINT (-73.9052618982 40.839719567156)
57933323,06/18/2023 11:15:23 PM,06/18/2023 11:43:58 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,,Street/Sidewalk,10472,1391 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ADDRESS,BRONX,COMMONWEALTH AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 11:44:03 PM,09 BRONX,18,Precinct 43,,BRONX,1020530,243285,ONLINE,Unspecified,BRONX,,,,,,,,40.834361962534544,-73.86889363820427,POINT (-73.868893638204 40.834361962535)
57939902,06/18/2023 02:07:59 PM,08/05/2024 12:00:00 AM,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,,11222,124 MESEROLE AVENUE,MESEROLE AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,08/05/2024 12:00:00 AM,01 BROOKLYN,33,Precinct 94,3026210003,BROOKLYN,997663,204309,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.727447532771535,-73.95160673285162,POINT (-73.951606732852 40.727447532772)
57937598,06/18/2023 10:39:37 AM,06/22/2023 08:59:28 AM,DSNY,Department of Sanitation,Missed Collection,Trash,N/A,Street,10471,5601 RIVERDALE AVENUE,RIVERDALE AVENUE,WEST  256 STREET,WEST  258 STREET,WEST  256 STREET,WEST  258 STREET,ADDRESS,BRONX,RIVERDALE AVENUE,,Closed,,The Department of Sanitation collected the requested items.,06/20/2023 08:23:22 AM,08 BRONX,11,Precinct 50,2059530545,BRONX,1010518,268739,ONLINE,Unspecified,BRONX,,,,,,,,40.904260831293534,-73.90497455048725,POINT (-73.904974550487 40.904260831294)
57932351,06/18/2023 07:32:48 PM,06/18/2023 08:45:11 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10452,1080 ANDERSON AVENUE,ANDERSON AVENUE,WEST  165 STREET,WEST  166 STREET,WEST  165 STREET,WEST  166 STREET,ADDRESS,BRONX,ANDERSON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 08:45:20 PM,04 BRONX,16,Precinct 44,2025050006,BRONX,1004806,243197,PHONE,Unspecified,BRONX,,,,,,,,40.83417102437764,-73.92571626362835,POINT (-73.925716263628 40.834171024378)
57940109,06/18/2023 11:58:10 PM,05/13/2025 04:51:43 PM,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street Tree,Street,11229,1669 EAST   12 STREET,EAST   12 STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,EAST   12 STREET,,Closed,,"In an effort to more fully and efficiently service each city block, NYC Parks is shifting their street tree planting program to a neighborhood approach.  If the site that you requested meets the criteria for planting, NYC Parks will plant a tree through their new Neighborhood Tree Planting Program.   NYC Parks is no longer accepting new tree planting requests. Each neighborhood will be surveyed, inspected, and planted sequentially. NYC Parks foresters will be conducting tree removal, stump removal, and planting block by block and closing all unplantable tree beds. The most heat-vulnerable neighborhoods will be prioritized first.  To learn more about this program, visit nyc.gov/parks/street-tree-planting.  To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",05/13/2025 04:51:52 PM,15 BROOKLYN,48,Precinct 61,3067750050,BROOKLYN,995046,161093,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.60883285856174,-73.96111791320891,POINT (-73.961117913209 40.608832858562)
