Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
57927200,06/17/2023 03:12:56 AM,06/17/2023 03:13:35 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,,Street/Sidewalk,11365,HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,198 STREET,HORACE HARDING EXPRESSWAY,198 STREET,HORACE HARDING EXPRESSWAY,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 03:13:39 AM,11 QUEENS,20,Precinct 111,,QUEENS,1045818,210166,MOBILE,Unspecified,QUEENS,,,,,,,,40.743319405651874,-73.77781335143,POINT (-73.77781335143 40.743319405652)
57940196,06/18/2023 10:12:07 AM,06/18/2023 10:17:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 10:17:41 AM,03 BRONX,16,Precinct 42,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,,,,,,,,40.83694066292417,-73.90374441298103,POINT (-73.903744412981 40.836940662924)
57938540,06/18/2023 02:15:25 PM,06/22/2023 03:26:34 PM,DSNY,Department of Sanitation,Missed Collection,Compost,N/A,Street,11355,46-17 UNION STREET,UNION STREET,HOLLY AVENUE,LABURNUM AVENUE,HOLLY AVENUE,LABURNUM AVENUE,ADDRESS,FLUSHING,UNION STREET,,Closed,,The Department of Sanitation collected the requested items.,06/19/2023 11:39:55 AM,07 QUEENS,20,Precinct 109,4052090042,QUEENS,1034785,212947,ONLINE,Unspecified,QUEENS,,,,,,,,40.7510224642375,-73.8176082264733,POINT (-73.817608226473 40.751022464238)
57929603,06/17/2023 08:24:35 PM,06/17/2023 08:50:35 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11218,3323 12 AVENUE,12 AVENUE,DAHILL ROAD,CHESTER AVENUE,DAHILL ROAD,CHESTER AVENUE,ADDRESS,BROOKLYN,12 AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/17/2023 08:50:39 PM,12 BROOKLYN,39,Precinct 66,,BROOKLYN,989283,174424,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.645428796935846,-73.98186357251274,POINT (-73.981863572513 40.645428796936)
57937559,06/18/2023 08:30:21 PM,06/18/2023 08:48:08 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,,Street/Sidewalk,10034,120 VERMILYEA AVENUE,VERMILYEA AVENUE,WEST  204 STREET,WEST  207 STREET,WEST  204 STREET,WEST  207 STREET,ADDRESS,NEW YORK,VERMILYEA AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/18/2023 08:48:15 PM,12 MANHATTAN,10,Precinct 34,1022350029,MANHATTAN,1005974,254961,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.866456912730875,-73.9214573171432,POINT (-73.921457317143 40.866456912731)
57935615,06/18/2023 09:31:25 PM,06/18/2023 10:17:54 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11385,2020 MENAHAN STREET,MENAHAN STREET,FAIRVIEW AVENUE,GRANDVIEW AVENUE,FAIRVIEW AVENUE,GRANDVIEW AVENUE,ADDRESS,RIDGEWOOD,MENAHAN STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2023 10:17:58 PM,05 QUEENS,30,Precinct 104,4033840024,QUEENS,1010003,197241,ONLINE,Unspecified,QUEENS,,,,,,,,40.70802026127209,-73.90711184930528,POINT (-73.907111849305 40.708020261272)
57933644,06/19/2023 12:59:28 AM,06/19/2023 01:38:30 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11373,80-49 CORNISH AVENUE,CORNISH AVENUE,QUEENS BOULEVARD,POYER STREET,QUEENS BOULEVARD,POYER STREET,ADDRESS,ELMHURST,CORNISH AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 01:38:33 AM,04 QUEENS,25,Precinct 110,4015380075,QUEENS,1016790,208551,MOBILE,Unspecified,QUEENS,,,,,,,,40.73904108703688,-73.88257725263401,POINT (-73.882577252634 40.739041087037)
57931772,06/18/2023 07:45:38 AM,06/18/2023 08:30:32 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,,Street/Sidewalk,11207,353 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,ADDRESS,BROOKLYN,PENNSYLVANIA AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2023 08:30:36 AM,05 BROOKLYN,42,Precinct 75,3037720015,BROOKLYN,1013364,182931,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66873220559827,-73.89505095302484,POINT (-73.895050953025 40.668732205598)
57931709,06/18/2023 01:24:43 PM,06/18/2023 01:24:43 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,,3+ Family Apt. Building,11206,16 VERNON AVENUE,VERNON AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,VERNON AVENUE,,Closed,,An inspection of the property was conducted and it passed with minor violations found.,06/18/2023 01:24:43 PM,03 BROOKLYN,36,Precinct 79,3017580014,BROOKLYN,997730,192256,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69436481480573,-73.95138913329274,POINT (-73.951389133293 40.694364814806)
57932105,06/18/2023 03:38:06 PM,06/18/2023 03:41:05 PM,DHS,Department of Homeless Services,Homeless Person Assistance,,,Street/Sidewalk,10007,69 WARREN STREET,WARREN STREET,WEST BROADWAY,GREENWICH STREET,WEST BROADWAY,GREENWICH STREET,ADDRESS,NEW YORK,WARREN STREET,,Closed,,"Due to technical issues or other circumstances, the Department of Homeless Services has determined that this request should now be administratively closed.",06/18/2023 03:41:05 PM,01 MANHATTAN,01,Precinct 1,1001320030,MANHATTAN,981502,199786,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.71504273199282,-74.00991276684192,POINT (-74.009912766842 40.715042731993)
57934301,06/18/2023 08:50:58 AM,05/13/2025 04:51:13 PM,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street Tree,Street,11411,227-16 116 AVENUE,116 AVENUE,227 STREET,228 STREET,227 STREET,228 STREET,ADDRESS,CAMBRIA HEIGHTS,116 AVENUE,,Closed,,"In an effort to more fully and efficiently service each city block, NYC Parks is shifting their street tree planting program to a neighborhood approach.  If the site that you requested meets the criteria for planting, NYC Parks will plant a tree through their new Neighborhood Tree Planting Program.   NYC Parks is no longer accepting new tree planting requests. Each neighborhood will be surveyed, inspected, and planted sequentially. NYC Parks foresters will be conducting tree removal, stump removal, and planting block by block and closing all unplantable tree beds. The most heat-vulnerable neighborhoods will be prioritized first.  To learn more about this program, visit nyc.gov/parks/street-tree-planting.  To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",05/13/2025 04:51:52 PM,13 QUEENS,27,Precinct 105,4113280037,QUEENS,1058294,192554,ONLINE,Unspecified,QUEENS,,,,,,,,40.694883270785056,-73.73298394713103,POINT (-73.732983947131 40.694883270785)
57940718,06/18/2023 10:46:59 PM,06/22/2023 09:49:21 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,10466,682 EAST  233 STREET,EAST  233 STREET,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,06/22/2023 12:00:00 AM,12 BRONX,11,Precinct 47,2048350182,BRONX,1023423,264903,PHONE,Unspecified,BRONX,,,,,,,,40.89368439144595,-73.85831275523562,POINT (-73.858312755236 40.893684391446)
57937766,06/18/2023 08:42:21 PM,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Source/Protection,Food Not Protected,Mobile Food Vendor,10023,BROADWAY,BROADWAY,BROADWAY,WEST   60 STREET,BROADWAY,WEST   60 STREET,INTERSECTION,,,,In Progress,,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,06/20/2023 11:41:19 AM,07 MANHATTAN,06,Precinct 20,,MANHATTAN,989210,219405,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76889103158107,-73.98209349413949,POINT (-73.982093494139 40.768891031581)
57931547,06/19/2023 12:49:37 AM,06/24/2023 02:40:22 AM,DSNY,Department of Sanitation,Dirty Condition,Trash,Littering,Sidewalk,10460,1569 HOE AVENUE,HOE AVENUE,EAST  172 STREET,EAST  173 STREET,EAST  172 STREET,EAST  173 STREET,ADDRESS,BRONX,HOE AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/24/2023 02:40:26 AM,03 BRONX,17,Precinct 42,2029820027,BRONX,1015209,243474,MOBILE,Unspecified,BRONX,,,,,,,,40.834900968256505,-73.88812143532677,POINT (-73.888121435327 40.834900968257)
57933752,06/18/2023 08:58:04 PM,06/18/2023 09:20:36 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,Street/Sidewalk,10456,1288 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  168 STREET,EAST  169 STREET,EAST  168 STREET,EAST  169 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 09:20:41 PM,03 BRONX,16,Precinct 42,2023730021,BRONX,1010247,242694,ONLINE,Unspecified,BRONX,,,,,,,,40.83277609479995,-73.9060559474111,POINT (-73.906055947411 40.8327760948)
57932762,06/18/2023 06:48:18 AM,06/18/2023 08:01:50 AM,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Unlicensed,Street,10467,3175 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  206 STREET,EAST  207 STREET,EAST  206 STREET,EAST  207 STREET,ADDRESS,BRONX,BAINBRIDGE AVENUE,,Closed,,N/A,06/18/2023 08:01:56 AM,07 BRONX,11,Precinct 52,2033350175,BRONX,1017572,258190,ONLINE,Unspecified,BRONX,,,,,,,,40.87528335956138,-73.87950896802964,POINT (-73.87950896803 40.875283359561)
57937604,06/18/2023 09:24:53 PM,06/18/2023 09:38:47 PM,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,,Street/Sidewalk,11230,799 EAST   10 STREET,EAST   10 STREET,FOSTER AVENUE,AVENUE H,FOSTER AVENUE,AVENUE H,ADDRESS,BROOKLYN,EAST   10 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2023 09:38:54 PM,14 BROOKLYN,45,Precinct 70,3064980055,BROOKLYN,993372,168734,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.629807694226365,-73.96713654471225,POINT (-73.967136544712 40.629807694226)
57958079,06/20/2023 04:03:27 PM,06/24/2023 06:38:59 AM,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,N/A,Street,10314,83 SIMMONS LOOP,SIMMONS LOOP,,SIMMONS LANE,,SIMMONS LANE,ADDRESS,STATEN ISLAND,SIMMONS LOOP,,Closed,,The Department of Sanitation collected the requested items.,06/23/2023 04:04:03 AM,02 STATEN ISLAND,50,Precinct 121,5026200396,STATEN ISLAND,933052,155650,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.59375163334706,-74.18434947039732,POINT (-74.184349470397 40.593751633347)
57927380,06/17/2023 06:57:38 PM,06/19/2023 10:44:48 AM,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Blocking Driveway,Street,11103,32-74 42 STREET,42 STREET,BROADWAY,34 AVENUE,BROADWAY,34 AVENUE,ADDRESS,ASTORIA,42 STREET,,Closed,,NYC Parks visited the location but could not find the tree condition you reported.,06/19/2023 10:44:56 AM,01 QUEENS,22,Precinct 114,4006770069,QUEENS,1006831,215046,MOBILE,Unspecified,QUEENS,,,,,,,,40.756899255461754,-73.91849313100836,POINT (-73.918493131008 40.756899255462)
57933491,06/18/2023 10:18:44 PM,06/18/2023 10:51:22 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11368,45-23 97 STREET,97 STREET,45 AVENUE,DEAD END,45 AVENUE,DEAD END,ADDRESS,CORONA,97 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 10:51:26 PM,04 QUEENS,21,Precinct 110,4016240159,QUEENS,1021154,210632,MOBILE,Unspecified,QUEENS,,,,,,,,40.74473577382285,-73.86681807489127,POINT (-73.866818074891 40.744735773823)
57932177,06/18/2023 07:08:27 PM,06/18/2023 07:27:33 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,,Street/Sidewalk,10009,423 EAST   12 STREET,EAST   12 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   12 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 07:27:37 PM,03 MANHATTAN,02,Precinct 9,1004400048,MANHATTAN,989101,205084,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.729583557800176,-73.98249733441675,POINT (-73.982497334417 40.7295835578)
57937523,06/18/2023 12:33:47 PM,06/18/2023 12:43:27 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,,Street/Sidewalk,11418,86-15 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,HILLSIDE AVENUE,BABBAGE STREET,HILLSIDE AVENUE,BABBAGE STREET,ADDRESS,RICHMOND HILL,LEFFERTS BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 12:43:31 PM,09 QUEENS,29,Precinct 102,4092730089,QUEENS,1031032,194661,PHONE,Unspecified,QUEENS,,,,,,,,40.70085258612968,-73.83128070000103,POINT (-73.831280700001 40.70085258613)
57929072,06/17/2023 07:04:06 PM,08/03/2023 07:22:05 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,MISSING OR INADEQUATE CANS/LID,RESIDENTIAL BUILDING,10461,1621 EDISON AVENUE,EDISON AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,08/03/2023 12:00:00 AM,10 BRONX,13,Precinct 45,2041580051,BRONX,1030490,246837,ONLINE,Unspecified,BRONX,,,,,,,,40.84406462005833,-73.83287641085909,POINT (-73.832876410859 40.844064620058)
57943886,06/19/2023 09:06:54 AM,06/21/2023 06:37:23 AM,DOT,Department of Transportation,Street Condition,Blocked - Construction,N/A,Street,10454,EAST  141 STREET,EAST  141 STREET,EAST  141 STREET,JACKSON AVENUE,EAST  141 STREET,JACKSON AVENUE,INTERSECTION,,,,Closed,,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,06/21/2023 06:37:28 AM,01 BRONX,08,Precinct 40,,BRONX,1008704,233289,PHONE,Unspecified,BRONX,,,,,,,,40.806966441332804,-73.91166607726646,POINT (-73.911666077266 40.806966441333)
57933068,06/18/2023 06:19:20 PM,06/20/2023 10:06:50 AM,DOT,Department of Transportation,Street Sign - Damaged,Bus Stop,,Street,10475,648 BAYCHESTER AVENUE,BAYCHESTER AVENUE,NEW ENGLAND TY NB EN BAYCHESTER,EAST  222 ST PEDESTRIAN OVERPASS,NEW ENGLAND TY NB EN BAYCHESTER,EAST  222 ST PEDESTRIAN OVERPASS,ADDRESS,BRONX,BAYCHESTER AVENUE,,Closed,,The Department of Transportation has determined that this issue is not within its jurisdiction. It has been referred to the Metropolitan Transportation Authority.,06/20/2023 10:06:54 AM,10 BRONX,12,Precinct 45,,BRONX,1030236,257230,ONLINE,Unspecified,BRONX,,,,,,,,40.87259156317629,-73.83372312980967,POINT (-73.83372312981 40.872591563176)
57934769,06/18/2023 12:04:52 PM,06/18/2023 01:10:24 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11372,35-20 LEVERICH STREET,LEVERICH STREET,35 AVENUE,71 STREET,35 AVENUE,71 STREET,ADDRESS,JACKSON HEIGHTS,LEVERICH STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 01:10:29 PM,03 QUEENS,25,Precinct 115,4012707501,QUEENS,1013230,212630,ONLINE,Unspecified,QUEENS,,,,,,,,40.750249295165034,-73.89540616035255,POINT (-73.895406160353 40.750249295165)
57939800,06/18/2023 07:29:00 PM,06/23/2023 10:28:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",NR5,,11434,177-16 SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,177 ST,GUY R BREWER BLVD,,,ADDRESS,JAMAICA,,N/A,Closed,,The Department of Environmental Protection sent a letter to the complainant and/or respondent and the letter was returned as undeliverable.,06/23/2023 10:28:00 AM,13 QUEENS,31,Precinct 105,4132770238,QUEENS,1047367,182365,ONLINE,Unspecified,QUEENS,,,,,,,,40.66700155133213,-73.7724839256182,POINT (-73.772483925618 40.667001551332)
57928307,06/17/2023 06:18:26 PM,06/17/2023 06:44:37 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10457,EAST  178 STREET,EAST  178 STREET,EAST  178 STREET,PARK AVENUE,EAST  178 STREET,PARK AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2023 06:44:43 PM,06 BRONX,15,Precinct 48,,BRONX,1012277,248518,PHONE,Unspecified,BRONX,,,,,,,,40.84875505759234,-73.89869590565499,POINT (-73.898695905655 40.848755057592)
57933941,06/18/2023 05:44:36 PM,06/18/2023 09:38:30 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11377,48-22 58 LANE,58 LANE,48 AVENUE,LAUREL HILL BOULEVARD,48 AVENUE,LAUREL HILL BOULEVARD,ADDRESS,WOODSIDE,58 LANE,,Closed,,The Police Department issued a summons in response to the complaint.,06/18/2023 09:38:39 PM,02 QUEENS,26,Precinct 108,4023270043,QUEENS,1009903,208286,PHONE,Unspecified,QUEENS,,,,,,,,40.73833638596643,-73.90743043829916,POINT (-73.907430438299 40.738336385966)
57929117,06/17/2023 06:29:00 AM,06/17/2023 12:10:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),WC1,,10307,364 SLEIGHT AVENUE,SLEIGHT AVENUE,AMBOY RD,PARADISE PL,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,06/17/2023 12:10:00 PM,03 STATEN ISLAND,51,Precinct 123,5078930004,STATEN ISLAND,917021,124699,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.50869026579581,-74.24176470913632,POINT (-74.241764709136 40.508690265796)
