Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
57940438,06/18/2023 09:25:01 PM,06/18/2023 10:07:18 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,,Residential Building/House,10306,1109 FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,HEMPSTEAD AVENUE,MIDLAND AVENUE,HEMPSTEAD AVENUE,MIDLAND AVENUE,ADDRESS,STATEN ISLAND,FATHER CAPODANNO BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 10:07:22 PM,02 STATEN ISLAND,50,Precinct 122,5038730073,STATEN ISLAND,959190,147274,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.570873628411086,-74.09020299365669,POINT (-74.090202993657 40.570873628411)
57939025,06/18/2023 04:23:56 PM,07/31/2023 07:16:23 AM,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Unsafe Driving,Street,10025,982 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST  108 STREET,WEST  109 STREET,WEST  108 STREET,WEST  109 STREET,ADDRESS,NEW YORK,COLUMBUS AVENUE,,Closed,,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,07/31/2023 07:16:26 AM,07 MANHATTAN,07,Precinct 24,1018630029,MANHATTAN,994851,231048,ONLINE,Unspecified,MANHATTAN,,,"982 COLUMBUS AVENUE, MANHATTAN (NEW YORK), NY, 10025",,,,,40.80084299476452,-73.9617100824693,POINT (-73.961710082469 40.800842994765)
57938098,06/18/2023 11:23:37 AM,06/18/2023 11:24:18 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,,Residential Building/House,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 11:24:21 AM,08 QUEENS,24,Precinct 107,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,POINT (-73.809696824262 40.721959131993)
57934030,06/18/2023 10:13:19 AM,06/18/2023 11:09:16 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11415,118-60 METROPOLITAN AVENUE,METROPOLITAN AVENUE,83 AVENUE,LEFFERTS BOULEVARD,83 AVENUE,LEFFERTS BOULEVARD,ADDRESS,KEW GARDENS,METROPOLITAN AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/18/2023 11:09:25 AM,09 QUEENS,29,Precinct 102,4033220024,QUEENS,1030480,196745,MOBILE,Unspecified,QUEENS,,,,,,,,40.70657556706192,-73.8332571766487,POINT (-73.833257176649 40.706575567062)
57929170,06/17/2023 10:56:56 AM,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Car Wash,Unlicensed,Business,11368,101-26 39 AVENUE,39 AVENUE,102 STREET,103 STREET,102 STREET,103 STREET,ADDRESS,CORONA,39 AVENUE,,In Progress,,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",06/20/2023 05:07:53 PM,03 QUEENS,21,Precinct 115,4017700047,QUEENS,1021976,212712,PHONE,Unspecified,QUEENS,,,,,,,,40.750441375588935,-73.86383991637797,POINT (-73.863839916378 40.750441375589)
57938998,06/18/2023 10:08:00 PM,06/21/2023 05:25:00 AM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,,Street,11367,61-21 138 STREET,138 STREET,61 ROAD,62 AVENUE,,,ADDRESS,FLUSHING,,,Closed,,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,06/21/2023 12:00:00 PM,07 QUEENS,24,Precinct 109,4063880003,QUEENS,1031945,209619,PHONE,Unspecified,QUEENS,,,,,,,,40.74190373155396,-73.82788197622754,POINT (-73.827881976228 40.741903731554)
57936802,06/18/2023 10:00:25 PM,06/18/2023 10:20:56 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,10022,212 EAST   57 STREET,EAST   57 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   57 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2023 10:21:00 PM,06 MANHATTAN,04,Precinct 17,1013307501,MANHATTAN,993412,216163,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75998922265122,-73.96692792671628,POINT (-73.966927926716 40.759989222651)
57941158,06/19/2023 12:04:32 PM,06/21/2023 02:07:55 PM,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street or Sidewalk,Street,11205,77 STEUBEN STREET,STEUBEN STREET,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,STEUBEN STREET,,Closed,,The Department of Sanitation cleaned the location.,06/20/2023 03:20:57 AM,02 BROOKLYN,35,Precinct 88,3018940016,BROOKLYN,994399,192531,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.695124072797626,-73.96340079425379,POINT (-73.963400794254 40.695124072798)
57930322,06/17/2023 11:53:00 PM,06/18/2023 09:00:00 AM,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),WE,,10025,244 WEST  103 STREET,WEST  103 STREET,BROADWAY,WEST END AVE,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,06/18/2023 09:00:00 AM,07 MANHATTAN,06,Precinct 24,1018740057,MANHATTAN,992768,230516,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79938505371455,-73.96923437689674,POINT (-73.969234376897 40.799385053715)
57937054,06/18/2023 11:16:19 PM,06/19/2023 12:05:29 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10453,1501 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,CROSS BRONX EP ET    1 D-1 C WB,WEST  174 STREET,CROSS BRONX EP ET    1 D-1 C WB,WEST  174 STREET,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 12:05:34 AM,05 BRONX,14,Precinct 46,2028800061,BRONX,1005240,247416,MOBILE,Unspecified,BRONX,,,,,,,,40.845749925937085,-73.92413470328373,POINT (-73.924134703284 40.845749925937)
57934570,06/18/2023 10:17:09 PM,06/18/2023 10:24:43 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10033,1351 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  177 STREET,WEST  178 STREET,WEST  177 STREET,WEST  178 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 10:24:47 PM,12 MANHATTAN,10,Precinct 33,1021440042,MANHATTAN,1002126,247895,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84707149289194,-73.93538852114615,POINT (-73.935388521146 40.847071492892)
57927442,06/17/2023 12:22:12 PM,06/17/2023 12:54:29 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10301,99 STANLEY AVENUE,STANLEY AVENUE,KINGSLEY PLACE,WEBSTER AVENUE,KINGSLEY PLACE,WEBSTER AVENUE,ADDRESS,STATEN ISLAND,STANLEY AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 12:54:33 PM,01 STATEN ISLAND,49,Precinct 120,5001070002,STATEN ISLAND,959622,170615,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63494109997669,-74.08873312384529,POINT (-74.088733123845 40.634941099977)
57940177,06/18/2023 10:50:04 PM,06/18/2023 11:07:06 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11436,114-12 149 STREET,149 STREET,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,ADDRESS,JAMAICA,149 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 11:07:09 PM,12 QUEENS,28,Precinct 113,4119790011,QUEENS,1041274,189159,ONLINE,Unspecified,QUEENS,,,,,,,,40.68569083767889,-73.79438962260588,POINT (-73.794389622606 40.685690837679)
57928279,06/17/2023 12:49:09 PM,06/17/2023 03:00:56 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,,Street/Sidewalk,11375,102-30 QUEENS BOULEVARD,QUEENS BOULEVARD,68 AVENUE,68 ROAD,68 AVENUE,68 ROAD,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/17/2023 03:01:02 PM,06 QUEENS,29,Precinct 112,4031737501,QUEENS,1025568,203636,ONLINE,Unspecified,QUEENS,,,,,,,,40.725513985000454,-73.85093149470026,POINT (-73.8509314947 40.725513985)
57938152,06/18/2023 10:48:30 PM,06/18/2023 11:01:59 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10029,327 EAST  113 STREET,EAST  113 STREET,2 AVENUE,PEDESTRIAN PATH,2 AVENUE,PEDESTRIAN PATH,ADDRESS,NEW YORK,EAST  113 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 11:02:04 PM,11 MANHATTAN,08,Precinct 23,,MANHATTAN,1001274,228844,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79478357544312,-73.93851634211018,POINT (-73.93851634211 40.794783575443)
57943705,06/19/2023 10:52:57 AM,07/03/2023 02:05:44 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Other Litter,Park,11232,4200 5 AVENUE,5 AVENUE,42 STREET,43 STREET,42 STREET,43 STREET,ADDRESS,BROOKLYN,5 AVENUE,,Closed,,NYC Parks has completed the requested work order and corrected the problem.,07/03/2023 02:05:47 PM,07 BROOKLYN,38,Precinct 72,,BROOKLYN,982653,175907,MOBILE,Sunset Park,BROOKLYN,,,,,,,,40.649500597233825,-74.00575514447839,POINT (-74.005755144478 40.649500597234)
57939601,06/18/2023 05:09:49 AM,08/02/2023 02:07:10 AM,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,NO WATER,RESIDENTIAL BUILDING,11211,187 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,08/02/2023 12:00:00 AM,01 BROOKLYN,33,Precinct 94,3023280006,BROOKLYN,995927,200750,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71768140161237,-73.95787628630823,POINT (-73.957876286308 40.717681401612)
57934876,06/19/2023 12:15:33 AM,06/19/2023 12:29:57 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,Street/Sidewalk,11219,960 54 STREET,54 STREET,9 AVENUE,FORT HAMILTON PARKWAY,9 AVENUE,FORT HAMILTON PARKWAY,ADDRESS,BROOKLYN,54 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 12:30:01 AM,12 BROOKLYN,43,Precinct 66,,BROOKLYN,983584,171231,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63666610146027,-74.0023996174278,POINT (-74.002399617428 40.63666610146)
57932491,06/18/2023 05:38:47 AM,06/18/2023 05:49:46 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11206,91 SCHOLES STREET,SCHOLES STREET,LEONARD STREET,MANHATTAN AVENUE,LEONARD STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,SCHOLES STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 05:49:55 AM,01 BROOKLYN,34,Precinct 90,3030240001,BROOKLYN,999108,197410,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.708509128958,-73.94640849251965,POINT (-73.94640849252 40.708509128958)
57936901,06/19/2023 12:39:20 AM,06/19/2023 01:13:15 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10473,OBRIEN AVENUE,OBRIEN AVENUE,OBRIEN AVENUE,UNDERHILL AVENUE,OBRIEN AVENUE,UNDERHILL AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 01:13:18 AM,09 BRONX,18,Precinct 43,,BRONX,1023635,234846,MOBILE,Unspecified,BRONX,,,,,,,,40.81118602691528,-73.85772253799396,POINT (-73.857722537994 40.811186026915)
57936955,06/18/2023 09:50:50 PM,06/18/2023 10:11:04 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11378,53-43 67 STREET,67 STREET,DEAD END,53 DRIVE,DEAD END,53 DRIVE,ADDRESS,MASPETH,67 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 10:11:10 PM,05 QUEENS,30,Precinct 104,4024040036,QUEENS,1012554,205239,MOBILE,Unspecified,QUEENS,,,,,,,,40.72996504009379,-73.8978770580083,POINT (-73.897877058008 40.729965040094)
57934183,06/18/2023 02:53:24 PM,06/18/2023 03:22:53 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10025,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  113 STREET,AMSTERDAM AVENUE,WEST  113 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 03:22:57 PM,09 MANHATTAN,07,Precinct 26,,MANHATTAN,994639,232521,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8048862271462,-73.96247352925953,POINT (-73.96247352926 40.804886227146)
57930502,06/18/2023 01:14:24 AM,06/18/2023 01:31:04 AM,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,,Street/Sidewalk,11364,73 AVENUE,73 AVENUE,73 AVENUE,HOLLIS HILLS TERRACE,73 AVENUE,HOLLIS HILLS TERRACE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 01:31:09 AM,08 QUEENS,23,Precinct 107,,QUEENS,1048562,208195,MOBILE,Unspecified,QUEENS,,,,,,,,40.7378899904803,-73.76792969154556,POINT (-73.767929691546 40.73788999048)
57931087,06/18/2023 12:30:44 AM,06/18/2023 12:40:27 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10009,466 EAST   10 STREET,EAST   10 STREET,AVENUE D,FRANKLIN D ROOSEVELT DRIVE,AVENUE D,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,EAST   10 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 12:40:31 AM,03 MANHATTAN,02,Precinct 9,1003620010,MANHATTAN,991338,203190,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7243834794696,-73.97442811493946,POINT (-73.974428114939 40.72438347947)
57934408,06/18/2023 01:19:52 PM,06/20/2023 01:21:26 PM,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Blocking Sidewalk,Street,10465,3161 GRISWOLD AVENUE,GRISWOLD AVENUE,ROBERTSON PLACE,KENNELLWORTH PLACE,ROBERTSON PLACE,KENNELLWORTH PLACE,ADDRESS,BRONX,GRISWOLD AVENUE,,Closed,,NYC Parks performed the work necessary to correct the condition.,06/20/2023 01:21:33 PM,10 BRONX,13,Precinct 45,2054120054,BRONX,1033245,246906,ONLINE,Unspecified,BRONX,,,,,,,,40.844239148053575,-73.82291863446669,POINT (-73.822918634467 40.844239148054)
