Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
57929124,06/17/2023 10:41:00 PM,06/26/2023 07:19:00 AM,DEP,Department of Environmental Protection,Noise,"Noise: Boat(Engine,Music,Etc) (NR10)",NR10,,10281,300 VESEY STREET,VESEY STREET,N END WAY,NORTH END AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Environmental Protection requires contact with the complainant to investigate this complaint. The complaint was closed because attempts made to contact the complainant by phone and/or letter received no response.,06/26/2023 07:19:00 AM,01 MANHATTAN,01,Precinct 1,1000160225,MANHATTAN,979853,199628,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.714608393895844,-74.01586104509535,POINT (-74.015861045095 40.714608393896)
57939726,06/18/2023 02:17:37 PM,06/18/2023 06:04:34 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11419,115-19 107 AVENUE,107 AVENUE,115 STREET,116 STREET,115 STREET,116 STREET,ADDRESS,SOUTH RICHMOND HILL,107 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 06:04:38 PM,10 QUEENS,28,Precinct 106,4095380038,QUEENS,1032405,188343,PHONE,Unspecified,QUEENS,,,,,,,,40.68350380429033,-73.82637415144048,POINT (-73.82637415144 40.68350380429)
57934722,06/18/2023 01:29:57 PM,06/18/2023 01:57:31 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11221,650 GATES AVENUE,GATES AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 01:57:37 PM,03 BROOKLYN,36,Precinct 81,3016340001,BROOKLYN,1001341,189799,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68761468103616,-73.93837357234264,POINT (-73.938373572343 40.687614681036)
57934965,06/19/2023 12:45:26 AM,06/19/2023 01:00:11 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,,Street/Sidewalk,11217,510 ATLANTIC AVENUE,ATLANTIC AVENUE,NEVINS STREET,3 AVENUE,NEVINS STREET,3 AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 01:00:15 AM,02 BROOKLYN,33,Precinct 84,3001850019,BROOKLYN,989453,189032,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68552441381853,-73.98123970346732,POINT (-73.981239703467 40.685524413819)
57936900,06/19/2023 12:05:00 AM,06/19/2023 12:29:17 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11216,915 ST JOHNS PLACE,ST JOHNS PLACE,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 12:29:22 AM,08 BROOKLYN,35,Precinct 77,3012480083,BROOKLYN,998615,183938,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.671532411432196,-73.94821542617875,POINT (-73.948215426179 40.671532411432)
57942129,06/19/2023 07:21:13 PM,06/19/2023 08:52:11 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,,Street/Sidewalk,10472,1836 GLEASON AVENUE,GLEASON AVENUE,TAYLOR AVENUE,THIERIOT AVENUE,TAYLOR AVENUE,THIERIOT AVENUE,ADDRESS,BRONX,GLEASON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 08:52:15 PM,09 BRONX,18,Precinct 43,,BRONX,1021812,241751,MOBILE,Unspecified,BRONX,,,,,,,,40.830146219171034,-73.86426942476322,POINT (-73.864269424763 40.830146219171)
57931554,06/18/2023 03:39:00 PM,06/20/2023 03:13:26 AM,DSNY,Department of Sanitation,Dirty Condition,Trash,Littering,Sidewalk,11215,739 SIXTH AVENUE,SIXTH AVENUE,22 STREET,23 STREET,22 STREET,23 STREET,ADDRESS,BROOKLYN,6 AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/20/2023 03:13:29 AM,07 BROOKLYN,39,Precinct 72,3009000001,BROOKLYN,986390,179360,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.65897821337891,-73.9922869386519,POINT (-73.992286938652 40.658978213379)
57929241,06/17/2023 03:49:01 PM,06/17/2023 05:33:47 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11428,94-37 212 STREET,212 STREET,94 ROAD,JAMAICA AVENUE,94 ROAD,JAMAICA AVENUE,ADDRESS,QUEENS VILLAGE,212 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 05:33:51 PM,13 QUEENS,23,Precinct 105,4106010044,QUEENS,1054416,200399,PHONE,Unspecified,QUEENS,,,,,,,,40.716447453084,-73.74688689096239,POINT (-73.746886890962 40.716447453084)
57932337,06/18/2023 06:59:01 AM,06/18/2023 07:43:29 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10453,111 MOUNT HOPE PLACE,MOUNT HOPE PLACE,MORRIS AVENUE,GRAND CONCOURSE,MORRIS AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,MOUNT HOPE PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 07:43:39 AM,05 BRONX,14,Precinct 46,2028050065,BRONX,1009727,248524,ONLINE,Unspecified,BRONX,,,,,,,,40.848779251763496,-73.90791289647643,POINT (-73.907912896476 40.848779251763)
57927801,06/17/2023 07:07:30 PM,06/17/2023 08:30:38 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11414,158-22 84 STREET,84 STREET,158 AVENUE,159 AVENUE,158 AVENUE,159 AVENUE,ADDRESS,HOWARD BEACH,84 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 08:30:43 PM,10 QUEENS,32,Precinct 106,4139820016,QUEENS,1026266,179451,ONLINE,Unspecified,QUEENS,,,,,,,,40.65912856171283,-73.8485640761687,POINT (-73.848564076169 40.659128561713)
57933093,06/18/2023 11:03:19 PM,06/19/2023 02:10:52 AM,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,11357,145-50 6 AVENUE,6 AVENUE,WHITESTONE EXPRESSWAY,147 STREET,WHITESTONE EXPRESSWAY,147 STREET,ADDRESS,WHITESTONE,6 AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/19/2023 02:10:55 AM,07 QUEENS,19,Precinct 109,4044550015,QUEENS,1033278,228595,ONLINE,Unspecified,QUEENS,,,,,,,,40.79398052934346,-73.82293314013553,POINT (-73.822933140136 40.793980529343)
57942039,06/19/2023 11:01:05 AM,06/19/2023 11:20:53 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,,Street/Sidewalk,11101,45-30 23 STREET,23 STREET,45 ROAD,DAVIS STREET,45 ROAD,DAVIS STREET,ADDRESS,LONG ISLAND CITY,23 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 11:20:57 AM,02 QUEENS,26,Precinct 108,4000760025,QUEENS,999334,211126,MOBILE,Unspecified,QUEENS,,,,,,,,40.746155817304896,-73.94556258578667,POINT (-73.945562585787 40.746155817305)
57939366,06/18/2023 01:42:00 PM,06/19/2023 01:47:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Out,Location Type: Park,,10457,CROTONA PARK,CROTONA PARK,,,CROTONA PARK NORTH,FULTON AVENUE,INTERSECTION,BRONX,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,06/19/2023 01:47:00 PM,03 BRONX,15,Precinct 42,,BRONX,1012842,246613,UNKNOWN,Unspecified,BRONX,,,,,,,,40.843524584884456,-73.89666182787762,POINT (-73.896661827878 40.843524584884)
57936495,06/18/2023 04:53:53 PM,06/18/2023 06:03:23 PM,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,In Prohibited Area,Street,10001,29 WEST   32 STREET,WEST   32 STREET,5 AVENUE,BROADWAY,5 AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   32 STREET,,Closed,,N/A,06/18/2023 06:03:28 PM,05 MANHATTAN,04,Precinct 14,1008340022,MANHATTAN,988004,211636,PHONE,Unspecified,MANHATTAN,,,,,,,,40.747567707028196,-73.98645171230228,POINT (-73.986451712302 40.747567707028)
57933849,06/18/2023 06:24:19 AM,06/18/2023 08:05:36 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11207,315 JEROME STREET,JEROME STREET,GLENMORE AVENUE,PITKIN AVENUE,GLENMORE AVENUE,PITKIN AVENUE,ADDRESS,BROOKLYN,JEROME STREET,,Closed,,The Police Department issued a summons in response to the complaint.,06/18/2023 08:05:52 AM,05 BROOKLYN,42,Precinct 75,3039980006,BROOKLYN,1015616,184874,PHONE,Unspecified,BROOKLYN,,,,,,,,40.674057608968816,-73.88692399595583,POINT (-73.886923995956 40.674057608969)
57933156,06/18/2023 08:36:58 PM,06/18/2023 09:08:17 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,,Club/Bar/Restaurant,10013,340 WEST BROADWAY,WEST BROADWAY,GRAND STREET,BROOME STREET,GRAND STREET,BROOME STREET,ADDRESS,NEW YORK,WEST BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 09:08:21 PM,02 MANHATTAN,01,Precinct 1,1004760081,MANHATTAN,983246,202529,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72257197725354,-74.00362210417377,POINT (-74.003622104174 40.722571977254)
57927306,06/18/2023 12:25:47 AM,06/21/2023 11:07:15 AM,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,"Clothing, Shoe, or Accessories Store",Advertising False or Misleading,Business,10014,25 CHRISTOPHER STREET,CHRISTOPHER STREET,GAY STREET,GROVE STREET,GAY STREET,GROVE STREET,ADDRESS,NEW YORK,CHRISTOPHER STREET,,Closed,,"The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  Unfortunately, DCWP doesn't know of any agency that can act on the complaint and can't provide further assistance.",06/21/2023 11:07:20 AM,02 MANHATTAN,03,Precinct 6,1006100072,MANHATTAN,984005,206656,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73389963904876,-74.00088403026133,POINT (-74.000884030261 40.733899639049)
57932679,06/18/2023 03:42:35 PM,07/11/2023 05:37:50 PM,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,N/A,Street,10036,246 WEST   48 STREET,WEST   48 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST   48 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/21/2023 12:30:03 PM,05 MANHATTAN,03,Precinct 18,1010190060,MANHATTAN,988170,216360,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76053381527433,-73.98584985977449,POINT (-73.985849859774 40.760533815274)
57941940,06/19/2023 09:03:03 PM,06/19/2023 09:15:02 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11204,2049 71 STREET,71 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,71 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 09:15:06 PM,11 BROOKLYN,43,Precinct 62,3061740058,BROOKLYN,987497,162417,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61247294811184,-73.9883052041266,POINT (-73.988305204127 40.612472948112)
57934650,06/18/2023 05:06:44 AM,06/18/2023 07:40:17 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11412,205 PLACE,205 PLACE,104 AVENUE,109 AVENUE,104 AVENUE,109 AVENUE,BLOCKFACE,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 07:40:24 AM,Unspecified QUEENS,,Precinct 103,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,
57934929,06/18/2023 11:05:42 PM,06/18/2023 11:45:38 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10456,1011 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  164 STREET,WEIHER COURT,EAST  164 STREET,WEIHER COURT,ADDRESS,BRONX,WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 11:45:43 PM,03 BRONX,16,Precinct 42,2023860144,BRONX,1009228,240291,PHONE,Unspecified,BRONX,,,,,,,,40.82618349190198,-73.90974720069485,POINT (-73.909747200695 40.826183491902)
57940257,06/19/2023 01:56:58 AM,06/19/2023 02:28:06 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,11369,22-20 97 STREET,97 STREET,DEAD END,23 AVENUE,DEAD END,23 AVENUE,ADDRESS,EAST ELMHURST,97 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,06/19/2023 02:28:10 AM,03 QUEENS,21,Precinct 115,4010730014,QUEENS,1019252,219717,MOBILE,Unspecified,QUEENS,,,,,,,,40.76967948703688,-73.87363484849054,POINT (-73.873634848491 40.769679487037)
57932013,06/18/2023 11:14:47 AM,06/18/2023 11:29:45 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,11230,802 EAST   16 STREET,EAST   16 STREET,AVENUE H,DEAD END,AVENUE H,DEAD END,ADDRESS,BROOKLYN,EAST   16 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2023 11:29:51 AM,14 BROOKLYN,45,Precinct 70,3066990004,BROOKLYN,994976,168783,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.629940391936,-73.96135780251558,POINT (-73.961357802516 40.629940391936)
57937584,06/18/2023 09:47:54 AM,06/18/2023 10:36:28 AM,DPR,Department of Parks and Recreation,Animal in a Park,Removing Wildlife,Turtle,Park,11385,HIGHLAND PARK,HIGHLAND PARK,HIGHLAND BOULEVARD,VERMONT PLACE,HIGHLAND BOULEVARD,VERMONT PLACE,UNRECOGNIZED,RIDGEWOOD,HIGHLAND PARK,,Closed,,NYC Parks has reviewed the reported condition and corrected the problem.,06/18/2023 10:36:32 AM,05 QUEENS,32,Precinct 104,4037400075,QUEENS,1015248,189823,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.68764277527785,-73.8882278877673,POINT (-73.888227887767 40.687642775278)
57937359,06/18/2023 03:13:23 PM,07/11/2023 06:21:36 PM,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,N/A,Sidewalk,10027,127 WEST  120 STREET,WEST  120 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  120 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/28/2023 10:13:30 AM,10 MANHATTAN,09,Precinct 28,1019050017,MANHATTAN,998432,232565,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80500172091967,-73.94877261088273,POINT (-73.948772610883 40.80500172092)
57934236,06/18/2023 05:33:26 PM,06/18/2023 05:33:26 PM,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,,3+ Family Apartment Building,10009,535 EAST   11 STREET,EAST   11 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST   11 STREET,,Closed,,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,06/18/2023 05:33:26 PM,03 MANHATTAN,02,Precinct 9,1004050045,MANHATTAN,989551,204532,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7280681943791,-73.98087414542462,POINT (-73.980874145425 40.728068194379)
59438928,09/29/2023 08:51:09 AM,09/30/2023 01:45:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,N/A,Street,11223,86 STREET,86 STREET,86 STREET,WEST   13 STREET,86 STREET,WEST   13 STREET,INTERSECTION,,,,Closed,,,09/30/2023 01:45:00 PM,11 BROOKLYN,43,Precinct 62,,BROOKLYN,988658,156441,PHONE,Unspecified,BROOKLYN,,,,,,,,40.596069544718155,-73.98412750344158,POINT (-73.984127503442 40.596069544718)
57927576,06/17/2023 11:25:18 PM,06/18/2023 01:04:50 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10461,1516 PAULDING AVENUE,PAULDING AVENUE,EAST TREMONT AVENUE,POPLAR STREET,EAST TREMONT AVENUE,POPLAR STREET,ADDRESS,BRONX,PAULDING AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 01:04:58 AM,11 BRONX,13,Precinct 49,2040670004,BRONX,1025227,246522,ONLINE,Unspecified,BRONX,,,,,,,,40.84322602995851,-73.85190017103163,POINT (-73.851900171032 40.843226029959)
57930348,06/17/2023 06:51:33 PM,08/22/2023 12:16:11 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,AT WALL OR CEILING,RESIDENTIAL BUILDING,11230,1116 AVENUE H,AVENUE H,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,08/22/2023 12:00:00 AM,14 BROOKLYN,45,Precinct 70,3066950006,BROOKLYN,993739,168646,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62956576728974,-73.96581449272034,POINT (-73.96581449272 40.62956576729)
57930132,06/18/2023 01:22:54 AM,06/18/2023 01:42:37 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11423,184 STREET,184 STREET,90 AVENUE,91 AVENUE,90 AVENUE,91 AVENUE,BLOCKFACE,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 01:42:41 AM,Unspecified QUEENS,,Precinct 103,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,
58028403,06/27/2023 08:38:32 AM,07/02/2023 12:43:56 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,N/A,RESIDENTIAL BUILDING,11372,37-10 76 STREET,76 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,07/02/2023 12:00:00 AM,03 QUEENS,25,Precinct 115,4012860030,QUEENS,1014760,212051,PHONE,Unspecified,QUEENS,,,,,,,,40.748654940733786,-73.88988675786125,POINT (-73.889886757861 40.748654940734)
57935316,06/18/2023 11:09:08 PM,06/18/2023 11:41:17 PM,NYPD,New York City Police Department,Noise - Residential,Loud Television,,Residential Building/House,10021,341 EAST   70 STREET,EAST   70 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   70 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 11:41:23 PM,08 MANHATTAN,05,Precinct 19,1014450023,MANHATTAN,996024,218620,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76672996122525,-73.95749508756319,POINT (-73.957495087563 40.766729961225)
