Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
57928259,06/17/2023 02:37:40 PM,06/17/2023 02:49:58 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,11203,726 EAST   46 STREET,EAST   46 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,EAST   46 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 02:50:02 PM,17 BROOKLYN,45,Precinct 67,3049620015,BROOKLYN,1002730,173708,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64344568140091,-73.93340924924019,POINT (-73.93340924924 40.643445681401)
57933884,06/19/2023 12:04:56 AM,06/22/2023 02:30:44 PM,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,N/A,Sidewalk,11420,128-20 116 AVENUE,116 AVENUE,128 STREET,130 STREET,128 STREET,130 STREET,ADDRESS,SOUTH OZONE PARK,116 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,06/19/2023 11:38:56 AM,10 QUEENS,28,Precinct 106,4116850010,QUEENS,1036760,186181,ONLINE,Unspecified,QUEENS,,,,,,,,40.677544854605,-73.81068882151772,POINT (-73.810688821518 40.677544854605)
57943046,06/19/2023 12:42:45 PM,06/19/2023 01:32:28 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,,Street/Sidewalk,11363,44-17 DOUGLASTON PARKWAY,DOUGLASTON PARKWAY,CHURCH STREET,NORTHERN BOULEVARD,CHURCH STREET,NORTHERN BOULEVARD,ADDRESS,LITTLE NECK,DOUGLASTON PARKWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 01:32:33 PM,11 QUEENS,19,Precinct 111,4081110012,QUEENS,1054817,218528,ONLINE,Unspecified,QUEENS,,,,,,,,40.76620364389946,-73.74525016452016,POINT (-73.74525016452 40.766203643899)
57942461,06/20/2023 12:04:06 AM,06/20/2023 12:16:16 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,,Street/Sidewalk,10458,2650 BRIGGS AVENUE,BRIGGS AVENUE,EAST  194 STREET,EAST  196 STREET,EAST  194 STREET,EAST  196 STREET,ADDRESS,BRONX,BRIGGS AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,06/20/2023 12:16:21 AM,07 BRONX,15,Precinct 52,2032940008,BRONX,1014018,254611,MOBILE,Unspecified,BRONX,,,,,,,,40.86547280844361,-73.89237597778484,POINT (-73.892375977785 40.865472808444)
57939230,06/19/2023 01:15:02 AM,06/19/2023 01:34:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11233,132A HULL STREET,HULL STREET,ROCKAWAY AVENUE,MOTHER GASTON BOULEVARD,ROCKAWAY AVENUE,MOTHER GASTON BOULEVARD,ADDRESS,BROOKLYN,HULL STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 01:34:48 AM,16 BROOKLYN,37,Precinct 73,3015390006,BROOKLYN,1009084,186878,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67957886757889,-73.91046478084323,POINT (-73.910464780843 40.679578867579)
57927926,06/17/2023 02:42:31 PM,06/21/2023 03:09:23 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,ROACHES,RESIDENTIAL BUILDING,10452,974 ANDERSON AVENUE,ANDERSON AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,06/21/2023 12:00:00 AM,04 BRONX,16,Precinct 44,2025040072,BRONX,1004284,242293,PHONE,Unspecified,BRONX,,,,,,,,40.83169100499876,-73.92760532719244,POINT (-73.927605327192 40.831691004999)
57931130,06/17/2023 11:39:24 PM,06/17/2023 11:47:30 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,,Street/Sidewalk,10309,691 JOHNSTON TERRACE,JOHNSTON TERRACE,INDALE AVENUE,WOODVALE AVENUE,INDALE AVENUE,WOODVALE AVENUE,ADDRESS,STATEN ISLAND,JOHNSTON TERRACE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/17/2023 11:47:35 PM,03 STATEN ISLAND,51,Precinct 123,5067290051,STATEN ISLAND,927420,126184,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.51283899521141,-74.2043810861493,POINT (-74.204381086149 40.512838995211)
57931553,06/18/2023 04:58:34 PM,06/21/2023 11:45:45 AM,DSNY,Department of Sanitation,Dirty Condition,Trash,Not Cleaned by Property Owner,Sidewalk,10039,2737 8 AVENUE,8 AVENUE,WEST  145 STREET,WEST  146 STREET,WEST  145 STREET,WEST  146 STREET,ADDRESS,NEW YORK,8 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,06/21/2023 11:45:50 AM,10 MANHATTAN,09,Precinct 32,1020450014,MANHATTAN,1000422,239245,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82333303267324,-73.94156835623546,POINT (-73.941568356235 40.823333032673)
57932705,06/18/2023 03:50:24 PM,06/24/2023 02:41:13 PM,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Spilled Garbage,DSNY White Truck,Street,11220,743 54 STREET,54 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,54 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/20/2023 10:52:39 AM,07 BROOKLYN,43,Precinct 72,3008180064,BROOKLYN,982286,172268,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63951225238255,-74.00707665112292,POINT (-74.007076651123 40.639512252383)
57940229,06/18/2023 09:54:54 PM,06/18/2023 10:13:39 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10314,29 CHESTERFIELD LANE,CHESTERFIELD LANE,BEND,WELLINGTON COURT,BEND,WELLINGTON COURT,ADDRESS,STATEN ISLAND,CHESTERFIELD LANE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 10:13:43 PM,02 STATEN ISLAND,51,Precinct 121,5024510023,STATEN ISLAND,940224,150642,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.58004422040351,-74.15849256788087,POINT (-74.158492567881 40.580044220404)
57941462,06/20/2023 01:14:56 AM,06/20/2023 06:56:43 AM,DHS,Department of Homeless Services,Homeless Person Assistance,,,Other,10013,60 LAFAYETTE STREET,LAFAYETTE STREET,LEONARD STREET,FRANKLIN STREET,LEONARD STREET,FRANKLIN STREET,ADDRESS,NEW YORK,LAFAYETTE STREET,,Closed,,"Due to technical issues or other circumstances, the Department of Homeless Services has determined that this request should now be administratively closed.",06/20/2023 06:56:43 AM,01 MANHATTAN,01,Precinct 5,1001710031,MANHATTAN,983605,200302,PHONE,Unspecified,MANHATTAN,,,,,,,,40.716459431762694,-74.0023267359905,POINT (-74.00232673599 40.716459431763)
57933983,06/19/2023 12:04:29 AM,06/21/2023 11:07:06 AM,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,"Barber Shop, Beauty Salon, or Nail Salon",Advertising False or Misleading,Business,11435,87-75 SUTPHIN BOULEVARD,SUTPHIN BOULEVARD,HILLSIDE AVENUE,88 AVENUE,HILLSIDE AVENUE,88 AVENUE,ADDRESS,JAMAICA,SUTPHIN BOULEVARD,,Closed,,"The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  Unfortunately, DCWP doesn't know of any agency that can act on the complaint and can't provide further assistance.",06/21/2023 11:07:10 AM,12 QUEENS,27,Precinct 103,4096920045,QUEENS,1037097,196235,ONLINE,Unspecified,QUEENS,,,,,,,,40.705138694589294,-73.80939498846756,POINT (-73.809394988468 40.705138694589)
55845560,10/30/2022 07:25:16 PM,11/01/2022 01:59:56 PM,DSNY,Department of Sanitation,Dead Animal,Cat,Street or Sidewalk,Sidewalk,11233,295A SUMPTER STREET,SUMPTER STREET,THOMAS S BOYLAND STREET,ROCKAWAY AVENUE,THOMAS S BOYLAND STREET,ROCKAWAY AVENUE,ADDRESS,BROOKLYN,SUMPTER STREET,,Closed,,The Department of Sanitation removed the items.,10/31/2022 03:29:28 AM,16 BROOKLYN,41,Precinct 73,3015210072,BROOKLYN,1008365,187321,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68079678943387,-73.91305543925928,POINT (-73.913055439259 40.680796789434)
57930509,06/17/2023 11:31:52 PM,06/18/2023 03:59:56 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11435,139-71 86 ROAD,86 ROAD,139 STREET,143 STREET,139 STREET,143 STREET,ADDRESS,JAMAICA,86 ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 04:00:01 AM,08 QUEENS,24,Precinct 107,4097090062,QUEENS,1035789,197126,ONLINE,Unspecified,QUEENS,,,,,,,,40.70759198908889,-73.81410576098669,POINT (-73.814105760987 40.707591989089)
55847918,10/31/2022 12:31:16 AM,10/31/2022 12:45:46 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,,Club/Bar/Restaurant,10003,EAST   17 STREET,EAST   17 STREET,PARK AVENUE SOUTH,IRVING PLACE,PARK AVENUE SOUTH,IRVING PLACE,BLOCKFACE,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/31/2022 12:45:51 AM,Unspecified MANHATTAN,,Precinct 13,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,,
57942938,06/19/2023 12:57:46 PM,06/20/2023 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Adjacent Buildings Not Protected,,,11238,319 PROSPECT PLACE,PROSPECT PLACE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,06/20/2023 12:00:00 AM,08 BROOKLYN,35,Precinct 77,3011530001,BROOKLYN,993791,185924,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.67699004760454,-73.96560271246922,POINT (-73.965602712469 40.676990047605)
57940760,06/19/2023 09:34:18 AM,06/20/2023 10:37:23 AM,DSNY,Department of Sanitation,Dirty Condition,Trash,Littering,Sidewalk,10036,503 WEST   46 STREET,WEST   46 STREET,10 AVENUE,AMTRAK-NORTHEAST LINE,10 AVENUE,AMTRAK-NORTHEAST LINE,ADDRESS,NEW YORK,WEST   46 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/20/2023 10:37:28 AM,04 MANHATTAN,03,Precinct 18,1010750029,MANHATTAN,985978,216988,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7622582141106,-73.99376222569616,POINT (-73.993762225696 40.762258214111)
57933956,06/18/2023 10:41:38 AM,06/20/2023 03:03:15 PM,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Inappropriate Behavior,Collection Worker,Street,11234,4806 AVENUE K,AVENUE K,EAST   48 STREET,EAST   49 STREET,EAST   48 STREET,EAST   49 STREET,ADDRESS,BROOKLYN,AVENUE K,,Closed,,The personnel involved in the incident were counseled and reminded of the proper procedures to follow.,06/20/2023 12:27:51 PM,18 BROOKLYN,45,Precinct 63,3078280059,BROOKLYN,1003856,167249,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62571468319375,-73.92937059352485,POINT (-73.929370593525 40.625714683194)
57935945,06/18/2023 08:00:47 PM,06/18/2023 08:38:36 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,,Street/Sidewalk,11223,HIGHLAWN AVENUE,HIGHLAWN AVENUE,HIGHLAWN AVENUE,WEST   10 STREET,HIGHLAWN AVENUE,WEST   10 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 08:38:40 PM,11 BROOKLYN,43,Precinct 62,,BROOKLYN,989080,158987,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60305757906401,-73.98260612918507,POINT (-73.982606129185 40.603057579064)
57939059,06/18/2023 02:39:00 AM,08/29/2023 02:20:00 PM,DOT,Department of Transportation,Street Light Condition,Street Light Lamp Missing,Location Type: Intersection,,11207,2045 LINDEN BOULEVARD,LINDEN BOULEVARD,BRADFORD ST,MILLER AVE,LINDEN BOULEVARD,BRADFORD STREET,INTERSECTION,BROOKLYN,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,08/29/2023 02:20:00 PM,05 BROOKLYN,42,Precinct 75,3043270024,BROOKLYN,1015496,179742,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.659971846930524,-73.88738038749806,POINT (-73.887380387498 40.659971846931)
57932210,06/18/2023 06:14:09 PM,06/18/2023 07:36:46 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11104,41-49 43 STREET,43 STREET,SKILLMAN AVENUE,43 AVENUE,SKILLMAN AVENUE,43 AVENUE,ADDRESS,SUNNYSIDE,43 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 07:36:52 PM,02 QUEENS,26,Precinct 108,,QUEENS,1006182,211289,ONLINE,Unspecified,QUEENS,,,,,,,,40.74658887890889,-73.92084797035808,POINT (-73.920847970358 40.746588878909)
57934883,06/19/2023 01:07:22 AM,06/19/2023 01:27:35 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11208,3259 FULTON STREET,FULTON STREET,CHESTNUT STREET,EUCLID AVENUE,CHESTNUT STREET,EUCLID AVENUE,ADDRESS,BROOKLYN,FULTON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 01:27:38 AM,05 BROOKLYN,37,Precinct 75,3041280066,BROOKLYN,1018952,188098,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68289430196205,-73.87488096292957,POINT (-73.87488096293 40.682894301962)
57930590,06/17/2023 02:38:21 PM,06/20/2023 10:08:30 PM,DSNY,Department of Sanitation,Dirty Condition,Trash,Not Cleaned by Property Owner,Yard,11432,87-55 168 STREET,168 STREET,HIGHLAND AVENUE,HILLSIDE AVENUE,HIGHLAND AVENUE,HILLSIDE AVENUE,ADDRESS,JAMAICA,168 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,06/20/2023 10:08:33 PM,08 QUEENS,24,Precinct 107,,QUEENS,1041093,198197,ONLINE,Unspecified,QUEENS,,,,,,,,40.7104991379385,-73.79496597140499,POINT (-73.794965971405 40.710499137939)
57928736,06/17/2023 10:47:03 PM,06/17/2023 11:22:35 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11419,95 AVENUE,95 AVENUE,95 AVENUE,113 STREET,95 AVENUE,113 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 11:22:40 PM,09 QUEENS,29,Precinct 102,,QUEENS,1030776,191101,ONLINE,Unspecified,QUEENS,,,,,,,,40.69108258058243,-73.83222855208996,POINT (-73.83222855209 40.691082580582)
57937277,06/18/2023 08:20:45 PM,06/18/2023 08:36:46 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10474,1240 SPOFFORD AVENUE,SPOFFORD AVENUE,CASANOVA STREET,BARRETTO STREET,CASANOVA STREET,BARRETTO STREET,ADDRESS,BRONX,SPOFFORD AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 08:36:51 PM,02 BRONX,17,Precinct 41,2027650140,BRONX,1014867,235880,ONLINE,Unspecified,BRONX,,,,,,,,40.81405880370204,-73.88939199364748,POINT (-73.889391993647 40.814058803702)
57940553,06/18/2023 09:18:15 PM,06/18/2023 09:49:19 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11378,59-61 GRAND AVENUE,GRAND AVENUE,58 AVENUE,58 AVENUE,58 AVENUE,58 AVENUE,ADDRESS,MASPETH,GRAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 09:49:22 PM,05 QUEENS,30,Precinct 104,4026940072,QUEENS,1010293,202070,ONLINE,Unspecified,QUEENS,,,,,,,,40.721273856071775,-73.90604717160542,POINT (-73.906047171605 40.721273856072)
57931787,06/18/2023 04:29:23 AM,06/22/2023 09:03:58 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Other Litter,Park,10030,614 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,NYC Parks has completed the requested work order and corrected the problem.,06/22/2023 09:04:02 AM,10 MANHATTAN,09,Precinct 32,1020480043,MANHATTAN,999141,238387,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82098031829814,-73.94619868693196,POINT (-73.946198686932 40.820980318298)
57941876,06/19/2023 08:44:00 AM,06/20/2023 11:03:00 AM,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),L10,,11211,191 FROST STREET,FROST STREET,GRAHAM AVE,HUMBOLDT ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,06/20/2023 11:03:00 AM,01 BROOKLYN,34,Precinct 94,3027350031,BROOKLYN,999882,200943,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71820503591854,-73.94360853935939,POINT (-73.943608539359 40.718205035919)
57934874,06/18/2023 10:21:45 PM,06/18/2023 11:16:18 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,Street/Sidewalk,10467,RESERVOIR OVAL WEST,RESERVOIR OVAL WEST,RESERVOIR OVAL WEST,WAYNE AVENUE,RESERVOIR OVAL WEST,WAYNE AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 11:16:22 PM,07 BRONX,11,Precinct 52,,BRONX,1018074,259543,ONLINE,Unspecified,BRONX,,,,,,,,40.87899501317671,-73.8776869269527,POINT (-73.877686926953 40.878995013177)
57939446,06/18/2023 09:08:36 AM,06/18/2023 10:06:18 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11372,95-15B NORTHERN BOULEVARD,NORTHERN BOULEVARD,95 STREET,96 STREET,95 STREET,96 STREET,ADDRESS,JACKSON HEIGHTS,NORTHERN BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2023 10:06:23 AM,03 QUEENS,21,Precinct 115,,QUEENS,1019465,215054,ONLINE,Unspecified,QUEENS,,,,,,,,40.75687992090349,-73.87289029929983,POINT (-73.8728902993 40.756879920903)
57931733,06/18/2023 11:21:18 AM,06/18/2023 12:05:59 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11421,90-01 76 STREET,76 STREET,90 AVENUE,91 AVENUE,90 AVENUE,91 AVENUE,ADDRESS,WOODHAVEN,76 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,06/18/2023 12:06:07 PM,09 QUEENS,32,Precinct 102,4089510001,QUEENS,1021787,189730,PHONE,Unspecified,QUEENS,,,,,,,,40.687362195097926,-73.86465021441661,POINT (-73.864650214417 40.687362195098)
57937412,06/18/2023 06:29:33 AM,06/18/2023 07:16:02 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11373,88-49 53 AVENUE,53 AVENUE,JUSTICE AVENUE,90 STREET,JUSTICE AVENUE,90 STREET,ADDRESS,ELMHURST,53 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 07:16:07 AM,04 QUEENS,25,Precinct 110,4018380051,QUEENS,1019057,208151,PHONE,Unspecified,QUEENS,,,,,,,,40.7379345557864,-73.87439871333763,POINT (-73.874398713338 40.737934555786)
