Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
57943816,06/19/2023 11:35:37 AM,06/20/2023 12:32:11 PM,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,N/A,Sidewalk,11422,241-17 143 AVENUE,143 AVENUE,241 STREET,243 STREET,241 STREET,243 STREET,ADDRESS,ROSEDALE,143 AVENUE,,Closed,,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,06/20/2023 12:32:16 PM,13 QUEENS,31,Precinct 105,,QUEENS,1056660,180810,PHONE,Unspecified,QUEENS,,,,,,,,40.66266231331871,-73.7390025964097,POINT (-73.73900259641 40.662662313319)
57931333,06/17/2023 11:05:26 PM,06/17/2023 11:26:07 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10310,21 ROE STREET,ROE STREET,CASTLETON AVENUE,ROCCO COURT,CASTLETON AVENUE,ROCCO COURT,ADDRESS,STATEN ISLAND,ROE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 11:26:11 PM,01 STATEN ISLAND,49,Precinct 120,5002100026,STATEN ISLAND,950425,170120,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.63355208564263,-74.12186681411113,POINT (-74.121866814111 40.633552085643)
57928984,06/17/2023 10:10:16 PM,06/17/2023 10:23:55 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11411,116 AVENUE,116 AVENUE,116 AVENUE,FRANCIS LEWIS BOULEVARD,116 AVENUE,FRANCIS LEWIS BOULEVARD,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2023 10:23:59 PM,12 QUEENS,27,Precinct 113,,QUEENS,1054455,193505,PHONE,Unspecified,QUEENS,,,,,,,,40.69752482086487,-73.74681808392695,POINT (-73.746818083927 40.697524820865)
57933250,06/19/2023 12:55:40 AM,06/19/2023 01:19:37 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10451,785 COURTLANDT AVENUE,COURTLANDT AVENUE,EAST  157 STREET,EAST  158 STREET,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,COURTLANDT AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 01:19:43 AM,01 BRONX,17,Precinct 40,2024160001,BRONX,1007271,238911,ONLINE,Unspecified,BRONX,,,,,,,,40.82240110281109,-73.91682314277746,POINT (-73.916823142777 40.822401102811)
57941107,06/19/2023 03:26:44 PM,06/19/2023 03:51:04 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,,Street/Sidewalk,11421,91-02 86 DRIVE,86 DRIVE,91 STREET,WOODHAVEN BOULEVARD,91 STREET,WOODHAVEN BOULEVARD,ADDRESS,WOODHAVEN,86 DRIVE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 03:51:09 PM,09 QUEENS,32,Precinct 102,,QUEENS,1024792,192124,ONLINE,Unspecified,QUEENS,,,,,,,,40.693919909876,-73.85380048804896,POINT (-73.853800488049 40.693919909876)
57935464,06/18/2023 10:12:03 AM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,N/A,Street,11209,257 92 STREET,92 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,92 STREET,,In Progress,,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",11/02/2023 02:39:48 PM,10 BROOKLYN,47,Precinct 68,3060850055,BROOKLYN,974823,165021,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.619615968635166,-74.0339570807016,POINT (-74.033957080702 40.619615968635)
57936922,06/18/2023 11:14:29 PM,06/18/2023 11:40:52 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10034,4996 BROADWAY,BROADWAY,10 AVENUE,BROADWAY,10 AVENUE,BROADWAY,ADDRESS,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 11:40:57 PM,12 MANHATTAN,10,Precinct 34,1022290005,MANHATTAN,1006863,255604,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86821951872901,-73.91824098763226,POINT (-73.918240987632 40.868219518729)
57930622,06/17/2023 09:28:37 PM,06/17/2023 10:05:18 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,,Street/Sidewalk,11238,1077 PACIFIC STREET,PACIFIC STREET,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,PACIFIC STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 10:05:23 PM,08 BROOKLYN,35,Precinct 77,3011260083,BROOKLYN,995996,186608,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.678864821549226,-73.95765203826966,POINT (-73.95765203827 40.678864821549)
57943591,06/19/2023 07:16:21 PM,06/21/2023 08:46:08 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER,RESIDENTIAL BUILDING,11385,1003 WYCKOFF AVENUE,WYCKOFF AVENUE,,,,,ADDRESS,RIDGEWOOD,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,06/21/2023 12:00:00 AM,05 QUEENS,34,Precinct 104,4035520009,QUEENS,1010720,192816,ONLINE,Unspecified,QUEENS,,,,,,,,40.69587256462856,-73.90454310615091,POINT (-73.904543106151 40.695872564629)
57936949,06/18/2023 04:27:08 PM,06/18/2023 09:20:40 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10456,1378 COLLEGE AVENUE,COLLEGE AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,COLLEGE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 09:20:46 PM,04 BRONX,16,Precinct 44,2027830032,BRONX,1008898,244203,ONLINE,Unspecified,BRONX,,,,,,,,40.83692172981092,-73.91092521249897,POINT (-73.910925212499 40.836921729811)
57932035,06/18/2023 11:34:35 PM,06/19/2023 12:15:13 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,,Street/Sidewalk,10039,220 WEST  149 STREET,WEST  149 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  149 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 12:15:19 AM,10 MANHATTAN,09,Precinct 32,1020340047,MANHATTAN,1001375,239691,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.824555379608164,-73.93812389996073,POINT (-73.938123899961 40.824555379608)
57931585,06/18/2023 10:21:13 AM,06/18/2023 11:02:33 AM,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,,Street/Sidewalk,11238,362 CARLTON AVENUE,CARLTON AVENUE,LAFAYETTE AVENUE,GREENE AVENUE,LAFAYETTE AVENUE,GREENE AVENUE,ADDRESS,BROOKLYN,CARLTON AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/18/2023 11:02:36 AM,02 BROOKLYN,35,Precinct 88,3021190039,BROOKLYN,992134,189462,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.686702683323325,-73.97157240191002,POINT (-73.97157240191 40.686702683323)
57943618,06/19/2023 07:25:20 PM,06/21/2023 08:04:03 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,FAUCET BROKEN/MISSING/LEAKING,RESIDENTIAL BUILDING,11418,101-13 JAMAICA AVENUE,JAMAICA AVENUE,,,,,ADDRESS,RICHMOND HILL,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,06/21/2023 12:00:00 AM,09 QUEENS,29,Precinct 102,4091810043,QUEENS,1026900,192544,PHONE,Unspecified,QUEENS,,,,,,,,40.69506280294878,-73.8461961328967,POINT (-73.846196132897 40.695062802949)
57938911,06/18/2023 06:53:47 PM,07/03/2023 02:43:00 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,N/A,Park,11220,OWL'S HEAD PARK,OWL'S HEAD PARK,67 STREET,SENATOR STREET,67 STREET,SENATOR STREET,UNRECOGNIZED,BROOKLYN,OWLS HEAD PARK,,Closed,,NYC Parks has completed the requested work order and corrected the problem.,07/03/2023 02:43:03 PM,10 BROOKLYN,47,Precinct 68,3058320002,BROOKLYN,975273,172553,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.640290184865776,-74.03234615026558,POINT (-74.032346150266 40.640290184866)
57938398,06/18/2023 05:50:59 PM,06/18/2023 06:54:03 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10460,1507 HOE AVENUE,HOE AVENUE,JENNINGS STREET,EAST  172 STREET,JENNINGS STREET,EAST  172 STREET,ADDRESS,BRONX,HOE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 06:54:07 PM,03 BRONX,17,Precinct 42,2029810025,BRONX,1014937,242873,ONLINE,Unspecified,BRONX,,,,,,,,40.83325234720941,-73.88910712793557,POINT (-73.889107127936 40.833252347209)
57934006,06/18/2023 07:36:23 AM,06/18/2023 09:04:32 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,10467,2385 BARKER AVENUE,BARKER AVENUE,THWAITES PLACE,WARING AVENUE,THWAITES PLACE,WARING AVENUE,ADDRESS,BRONX,BARKER AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,06/18/2023 09:04:37 AM,11 BRONX,15,Precinct 49,2043407502,BRONX,1020357,252930,ONLINE,Unspecified,BRONX,,,,,,,,40.86083532422503,-73.86946687527605,POINT (-73.869466875276 40.860835324225)
57929866,06/18/2023 12:10:00 AM,06/18/2023 01:02:50 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11354,144-53 25 DRIVE,25 DRIVE,PARSONS BOULEVARD,146 STREET,PARSONS BOULEVARD,146 STREET,ADDRESS,FLUSHING,25 DRIVE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 01:02:58 AM,07 QUEENS,19,Precinct 109,4047790049,QUEENS,1032983,221776,ONLINE,Unspecified,QUEENS,,,,,,,,40.77526586092985,-73.8240480103906,POINT (-73.824048010391 40.77526586093)
57932305,06/18/2023 02:49:54 AM,06/18/2023 03:13:49 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11436,115-18 145 STREET,145 STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,ADDRESS,JAMAICA,145 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 03:13:56 AM,12 QUEENS,28,Precinct 113,4119880013,QUEENS,1040304,188037,ONLINE,Unspecified,QUEENS,,,,,,,,40.682617408073625,-73.79789645496206,POINT (-73.797896454962 40.682617408074)
57929551,06/17/2023 09:55:06 AM,06/17/2023 12:23:42 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,11419,103-02 131 STREET,131 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,ADDRESS,SOUTH RICHMOND HILL,131 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 12:23:47 PM,10 QUEENS,29,Precinct 106,4095670039,QUEENS,1035502,190944,ONLINE,Unspecified,QUEENS,,,,,,,,40.690625546605716,-73.81518797163402,POINT (-73.815187971634 40.690625546606)
57939046,06/18/2023 04:53:46 PM,06/18/2023 05:09:55 PM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,,Park/Playground,10467,3545 JEROME AVENUE,JEROME AVENUE,UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,UNNAMED STREET,MAJOR DEEGAN EXPWY NB ET   13,ADDRESS,BRONX,JEROME AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 05:10:00 PM,26 BRONX,11,Precinct 50,2059000001,BRONX,1017789,263252,PHONE,Van Cortlandt Park,BRONX,,,,,,,,40.889176136507665,-73.87869895902735,POINT (-73.878698959027 40.889176136508)
57942781,06/19/2023 10:47:08 PM,10/24/2024 02:00:38 PM,EDC,Economic Development Corporation,Noise - Helicopter,Other,Hovering,Above Address,10025,214 WEST  102 STREET,WEST  102 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  102 STREET,,Closed,,"The New York City Economic Development Corporation determined that this issue is not within its jurisdiction because the helicopter did not belong to a tour company departing from a NYC heliport.Â  Instead, it was most likely a law enforcement or news gathering helicopter not subject to the routing protocols established for tour helicopters. It may also have been a helicopter that departed as a charter or tour from another City but flew over NYC airspace. Helicopter tours originating from outside NYC are not subject to the same City regulations as tours departing from heliports managed by NYCEDC. Any City regulation of these flights is pre-empted by federal law and subject only to the jurisdiction of the Federal Aviation Administration. To file a complaint with the FAA, you can contact the New York Flight Standards District Office at the following web address:Â https://www.faa.gov/about/office_org/field_offices/fsdo/",10/24/2024 02:00:41 PM,07 MANHATTAN,07,Precinct 24,1018730041,MANHATTAN,993042,230062,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.798138679135754,-73.96824532821826,POINT (-73.968245328218 40.798138679136)
57933889,06/18/2023 10:37:43 AM,06/21/2023 12:47:57 PM,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,N/A,Street,10307,232 MAIN STREET,MAIN STREET,BENTLEY LANE,AMBOY ROAD,BENTLEY LANE,AMBOY ROAD,ADDRESS,STATEN ISLAND,MAIN STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/21/2023 11:20:25 AM,03 STATEN ISLAND,51,Precinct 123,5080480074,STATEN ISLAND,915476,124997,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.5094963796612,-74.2473237376518,POINT (-74.247323737652 40.509496379661)
57928615,06/17/2023 11:35:08 AM,10/12/2023 12:03:18 PM,DPR,Department of Parks and Recreation,Illegal Tree Damage,Roots Damaged,N/A,Street,11365,69-79 175 STREET,175 STREET,69 AVENUE,JEWEL AVENUE,69 AVENUE,JEWEL AVENUE,ADDRESS,FRESH MEADOWS,175 STREET,,Closed,,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",10/12/2023 12:03:23 PM,08 QUEENS,24,Precinct 107,,QUEENS,1041071,205924,PHONE,Unspecified,QUEENS,,,,,,,,40.73170797162348,-73.79498009302257,POINT (-73.794980093023 40.731707971623)
57935131,06/18/2023 08:48:24 AM,06/20/2023 12:01:12 PM,DSNY,Department of Sanitation,Missed Collection,Compost,N/A,Street,11375,68-52 FLEET STREET,FLEET STREET,68 AVENUE,69 AVENUE,68 AVENUE,69 AVENUE,ADDRESS,FOREST HILLS,FLEET STREET,,Closed,,The Department of Sanitation collected the requested items.,06/19/2023 06:20:55 AM,06 QUEENS,29,Precinct 112,4032010031,QUEENS,1025232,201028,ONLINE,Unspecified,QUEENS,,,,,,,,40.718357228321274,-73.85215960499616,POINT (-73.852159604996 40.718357228321)
57937255,06/18/2023 04:31:20 PM,06/24/2023 03:08:54 PM,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,FALLING OFF WALL,RESIDENTIAL BUILDING,11692,54-41 ALMEDA AVENUE,ALMEDA AVENUE,,,,,ADDRESS,ARVERNE,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,06/24/2023 12:00:00 AM,14 QUEENS,31,Precinct 101,4160020001,QUEENS,1043580,157082,PHONE,Unspecified,QUEENS,,,,,,,,40.59763146844927,-73.78635703762033,POINT (-73.78635703762 40.597631468449)
57941593,06/19/2023 10:13:18 PM,06/19/2023 10:23:24 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,,Street/Sidewalk,10027,145 MORNINGSIDE AVENUE,MORNINGSIDE AVENUE,WEST  125 STREET,WEST  126 STREET,WEST  125 STREET,WEST  126 STREET,ADDRESS,NEW YORK,MORNINGSIDE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/19/2023 10:23:28 PM,09 MANHATTAN,09,Precinct 26,1019520004,MANHATTAN,997033,234978,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81162687212755,-73.95382140083123,POINT (-73.953821400831 40.811626872128)
57938344,06/19/2023 12:53:18 AM,06/19/2023 01:10:57 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,Street/Sidewalk,10034,302 DYCKMAN STREET,DYCKMAN STREET,HENSHAW STREET,STAFF STREET,HENSHAW STREET,STAFF STREET,ADDRESS,NEW YORK,DYCKMAN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 01:11:02 AM,12 MANHATTAN,10,Precinct 34,1022460020,MANHATTAN,1003680,255369,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86758209572162,-73.92975004101304,POINT (-73.929750041013 40.867582095722)
57929200,06/18/2023 12:51:58 AM,06/21/2023 08:48:16 PM,DHS,Department of Homeless Services,Homeless Person Assistance,,,Subway,,,,,,,,ADDRESS,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,06/21/2023 08:48:16 PM,Unspecified BROOKLYN,,Unspecified,,BROOKLYN,1000295,183161,MOBILE,Unspecified,BROOKLYN,,,,3,3 to New Lots,,Platform,40.66939683525467,-73.94216102363771,POINT (-73.942161023638 40.669396835255)
