Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
57932988,06/18/2023 12:46:54 PM,06/18/2023 01:27:03 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,,Street/Sidewalk,10452,2 EAST  168 STREET,EAST  168 STREET,RIVER AVENUE,GERARD AVENUE,RIVER AVENUE,GERARD AVENUE,ADDRESS,BRONX,EAST  168 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 01:27:09 PM,04 BRONX,16,Precinct 44,,BRONX,1006294,244259,PHONE,Unspecified,BRONX,,,,,,,,40.83708231739169,-73.92033555308427,POINT (-73.920335553084 40.837082317392)
57938037,06/18/2023 04:46:24 PM,07/03/2023 02:43:41 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Sprinkler/Spray shower,Park,11215,544 7 AVENUE,7 AVENUE,18 STREET,19 STREET,18 STREET,19 STREET,ADDRESS,BROOKLYN,7 AVENUE,,Closed,,NYC Parks has completed the requested work order and corrected the problem.,07/03/2023 02:43:46 PM,07 BROOKLYN,39,Precinct 72,3008800001,BROOKLYN,987680,179741,MOBILE,Slope Park Playground,BROOKLYN,,,,,,,,40.66002356877522,-73.98763728268408,POINT (-73.987637282684 40.660023568775)
57936687,06/19/2023 01:53:46 AM,06/19/2023 02:11:30 AM,NYPD,New York City Police Department,Drug Activity,Use Indoor,,Other,10473,740 BEACH AVENUE,BEACH AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,BEACH AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 02:11:35 AM,09 BRONX,18,Precinct 43,2035980017,BRONX,1022009,238046,PHONE,Unspecified,BRONX,,,,,,,,40.819976219579004,-73.86357841506774,POINT (-73.863578415068 40.819976219579)
57938478,06/18/2023 08:00:09 PM,06/18/2023 08:24:00 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,Street/Sidewalk,10472,1235 STRATFORD AVENUE,STRATFORD AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,ADDRESS,BRONX,STRATFORD AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 08:24:04 PM,09 BRONX,17,Precinct 43,2037760062,BRONX,1018625,241835,ONLINE,Unspecified,BRONX,,,,,,,,40.83038975382235,-73.87578522714726,POINT (-73.875785227147 40.830389753822)
57927678,06/17/2023 11:26:42 AM,06/17/2023 11:50:17 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11211,202 SOUTH    1 STREET,SOUTH    1 STREET,DRIGGS AVENUE,ROEBLING STREET,DRIGGS AVENUE,ROEBLING STREET,ADDRESS,BROOKLYN,SOUTH    1 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/17/2023 11:50:21 AM,01 BROOKLYN,34,Precinct 90,3024070014,BROOKLYN,995533,199052,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.7130213095034,-73.95930045118821,POINT (-73.959300451188 40.713021309503)
57935373,06/18/2023 03:53:00 PM,06/22/2023 10:50:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),WA4,,11226,,,,,DORCHESTER ROAD,EAST 19 STREET,INTERSECTION,BROOKLYN,,,Closed,,The Department of Environmental Protection investigated this complaint and repaired or replaced the hydrant.,06/22/2023 10:50:00 AM,14 BROOKLYN,40,Precinct 70,,BROOKLYN,995212,172791,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64094120950322,-73.9605010624245,POINT (-73.960501062424 40.640941209503)
57943563,06/19/2023 10:12:19 AM,06/21/2023 08:03:57 PM,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,WINDOW STUCK CLOSED OR OPEN,RESIDENTIAL BUILDING,11207,394 VAN SICLEN AVENUE,VAN SICLEN AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,06/21/2023 12:00:00 AM,05 BROOKLYN,42,Precinct 75,3040410030,BROOKLYN,1014875,183343,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66985795488769,-73.88960229122064,POINT (-73.889602291221 40.669857954888)
57936750,06/18/2023 11:16:49 PM,06/18/2023 11:42:55 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11226,95 LINDEN BOULEVARD,LINDEN BOULEVARD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 11:43:00 PM,17 BROOKLYN,40,Precinct 67,3050840097,BROOKLYN,996734,176957,PHONE,Unspecified,BROOKLYN,,,,,,,,40.652373963316116,-73.95500919151641,POINT (-73.955009191516 40.652373963316)
57942537,06/19/2023 06:42:52 PM,06/19/2023 06:54:58 PM,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,11417,94-20 LINDEN BOULEVARD,LINDEN BOULEVARD,94 STREET,95 STREET,94 STREET,95 STREET,ADDRESS,OZONE PARK,LINDEN BOULEVARD,,Closed,,The Police Department responded to the complaint and a report was prepared.,06/19/2023 06:55:03 PM,10 QUEENS,32,Precinct 106,4115130010,QUEENS,1028020,184823,MOBILE,Unspecified,QUEENS,,,,,,,,40.67386498670425,-73.84220736770085,POINT (-73.842207367701 40.673864986704)
57927615,06/17/2023 10:34:45 PM,06/17/2023 10:46:52 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11436,115-29 140 STREET,140 STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,ADDRESS,JAMAICA,140 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 10:47:01 PM,12 QUEENS,28,Precinct 113,4119840021,QUEENS,1039087,187530,MOBILE,Unspecified,QUEENS,,,,,,,,40.68123343517622,-73.80228847768193,POINT (-73.802288477682 40.681233435176)
57934851,06/19/2023 12:18:31 AM,06/19/2023 12:46:26 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,Street/Sidewalk,11221,16 CHARLES PLACE,CHARLES PLACE,MYRTLE AVENUE,DEAD END,MYRTLE AVENUE,DEAD END,ADDRESS,BROOKLYN,CHARLES PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 12:46:30 AM,04 BROOKLYN,34,Precinct 83,3031830066,BROOKLYN,1003206,193525,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6978378889034,-73.93163830578001,POINT (-73.93163830578 40.697837888903)
57938145,06/19/2023 12:14:11 AM,06/19/2023 01:27:48 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11420,115-02 109 AVENUE,109 AVENUE,115 STREET,116 STREET,115 STREET,116 STREET,ADDRESS,SOUTH OZONE PARK,109 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 01:27:51 AM,10 QUEENS,28,Precinct 106,4115960001,QUEENS,1032673,187549,ONLINE,Unspecified,QUEENS,,,,,,,,40.681322997257766,-73.82541356907213,POINT (-73.825413569072 40.681322997258)
57936678,06/18/2023 06:54:56 PM,06/18/2023 06:54:56 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,,Commercial Building,10019,937 8 AVENUE,8 AVENUE,WEST 55 STREET,WEST 56 STREET,WEST   55 STREET,WEST   56 STREET,ADDRESS,NEW YORK,8 AVENUE,,Closed,,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,06/18/2023 06:54:56 PM,04 MANHATTAN,06,Precinct 18,1010460032,MANHATTAN,988781,218236,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.765682659996195,-73.98364305050475,POINT (-73.983643050505 40.765682659996)
57929253,06/17/2023 10:36:39 PM,06/17/2023 10:57:25 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,,Street/Sidewalk,10456,1208 FRANKLIN AVENUE,FRANKLIN AVENUE,EAST  167 STREET,EAST  168 STREET,EAST  167 STREET,EAST  168 STREET,ADDRESS,BRONX,FRANKLIN AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,06/17/2023 10:57:28 PM,03 BRONX,17,Precinct 42,2026140019,BRONX,1010878,241705,MOBILE,Unspecified,BRONX,,,,,,,,40.83005969548922,-73.90377966194463,POINT (-73.903779661945 40.830059695489)
57937488,06/18/2023 10:30:00 PM,06/19/2023 01:17:47 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11419,104-33 129 STREET,129 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,129 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/19/2023 01:17:53 AM,10 QUEENS,28,Precinct 106,4095830072,QUEENS,1035261,190310,MOBILE,Unspecified,QUEENS,,,,,,,,40.688886758654625,-73.81606180298867,POINT (-73.816061802989 40.688886758655)
57936471,06/18/2023 07:21:50 AM,06/18/2023 08:04:07 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10128,1834 FIRST AVENUE,FIRST AVENUE,EAST   94 STREET,EAST   95 STREET,EAST   94 STREET,EAST   95 STREET,ADDRESS,NEW YORK,1 AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,06/18/2023 08:04:10 AM,08 MANHATTAN,08,Precinct 19,1015730001,MANHATTAN,999410,224365,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.78249331835845,-73.94525844745009,POINT (-73.94525844745 40.782493318358)
57932826,06/18/2023 07:26:59 PM,06/18/2023 07:54:21 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,,Street/Sidewalk,11222,67 NORTH HENRY STREET,NORTH HENRY STREET,MEEKER AVENUE,ENGERT AVENUE,MEEKER AVENUE,ENGERT AVENUE,ADDRESS,BROOKLYN,NORTH HENRY STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/18/2023 07:54:26 PM,01 BROOKLYN,33,Precinct 94,3027280024,BROOKLYN,1000076,202190,PHONE,Unspecified,BROOKLYN,,,,,,,,40.72162740493348,-73.94290576468963,POINT (-73.94290576469 40.721627404933)
57933177,06/18/2023 07:42:13 AM,06/20/2023 07:46:06 AM,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street Tree,Street,10021,1300 3 AVENUE,3 AVENUE,EAST   74 STREET,EAST   75 STREET,EAST   74 STREET,EAST   75 STREET,ADDRESS,NEW YORK,3 AVENUE,,Closed,,"The location was inspected and is suitable for tree planting. Barring any unforeseen issues such as underground utilities and based on available funding, the requested tree will be placed on an upcoming contract. Please note that this process can take up to two years, depending on capacity and the location.   To find out where and when trees will be planted, please visit the Tree Work Hub at nyc.gov/parks/treework.  To learn more about the trees in your neighborhood, visit the NYC Street Tree Map at nyc.gov/parks/treemap.",06/20/2023 07:46:14 AM,08 MANHATTAN,04,Precinct 19,1014090040,MANHATTAN,995501,220336,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.77144061565626,-73.959380278973,POINT (-73.959380278973 40.771440615656)
57931251,06/17/2023 06:13:45 PM,06/17/2023 06:37:45 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11201,234 SANDS STREET,SANDS STREET,BIKE PATH,NAVY STREET,BIKE PATH,NAVY STREET,ADDRESS,BROOKLYN,SANDS STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2023 06:37:48 PM,02 BROOKLYN,35,Precinct 84,3000900001,BROOKLYN,989518,194201,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.699712085471425,-73.9810012927035,POINT (-73.981001292703 40.699712085471)
57931584,06/18/2023 04:55:59 AM,06/18/2023 06:22:43 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,,Street/Sidewalk,11435,GLASSBORO AVENUE,GLASSBORO AVENUE,GLASSBORO AVENUE,LIVERPOOL STREET,GLASSBORO AVENUE,LIVERPOOL STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 06:22:52 AM,12 QUEENS,28,Precinct 103,,QUEENS,1040027,190532,PHONE,Unspecified,QUEENS,,,,,,,,40.68946734389551,-73.79887452467567,POINT (-73.798874524676 40.689467343896)
57940485,06/18/2023 08:25:37 PM,06/18/2023 08:31:48 PM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,,Park/Playground,10467,BRONX PARK,BRONX PARK,BEND,BRONX RVR PKWY NB EN BRONX PRK E,BEND,BRONX RVR PKWY NB EN BRONX PRK E,UNRECOGNIZED,BRONX,BRONX PARK,,Closed,,The Police Department reviewed your complaint and provided additional information below.,06/18/2023 08:31:55 PM,27 BRONX,15,Precinct 52,2043360001,BRONX,1018591,251412,ONLINE,Unspecified,BRONX,,,,,,,,40.85667592027164,-73.8758590428467,POINT (-73.875859042847 40.856675920272)
57930018,06/17/2023 05:31:20 PM,06/17/2023 06:07:17 PM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,,Park/Playground,10468,FORDHAM LANDING PLAYGROUND,FORDHAM LANDING PLAYGROUND,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,UNRECOGNIZED,BRONX,FORDHAM LANDING PLAYGROUND,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 06:07:22 PM,07 BRONX,14,Precinct 52,2032360045,BRONX,1009096,253901,ONLINE,Fordham Landing Playground,BRONX,,,,,,,,40.863539300283676,-73.910173726598,POINT (-73.910173726598 40.863539300284)
57933609,06/18/2023 06:37:46 PM,06/18/2023 07:33:09 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11238,419 GRAND AVENUE,GRAND AVENUE,GATES AVENUE,PUTNAM AVENUE,GATES AVENUE,PUTNAM AVENUE,ADDRESS,BROOKLYN,GRAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 07:33:12 PM,02 BROOKLYN,35,Precinct 88,3019820011,BROOKLYN,994846,188254,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68338416846181,-73.96179555509427,POINT (-73.961795555094 40.683384168462)
57932178,06/18/2023 06:58:10 PM,06/18/2023 07:29:29 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,,Street/Sidewalk,11249,52 KEAP STREET,KEAP STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,KEAP STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/18/2023 07:29:34 PM,01 BROOKLYN,33,Precinct 90,3021970015,BROOKLYN,994414,194991,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70187618145293,-73.9633429890739,POINT (-73.963342989074 40.701876181453)
57940593,06/18/2023 01:18:35 PM,06/19/2023 09:04:35 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER,RESIDENTIAL BUILDING,10456,530 EAST  169 STREET,EAST  169 STREET,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",06/19/2023 12:00:00 AM,03 BRONX,16,Precinct 42,2026100012,BRONX,1010629,242635,MOBILE,Unspecified,BRONX,,,,,,,,40.83261302416413,-73.90467576630016,POINT (-73.9046757663 40.832613024164)
57930459,06/18/2023 01:14:40 AM,06/18/2023 01:31:09 AM,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,,Street/Sidewalk,11364,73 AVENUE,73 AVENUE,73 AVENUE,HOLLIS HILLS TERRACE,73 AVENUE,HOLLIS HILLS TERRACE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 01:31:14 AM,08 QUEENS,23,Precinct 107,,QUEENS,1048562,208195,MOBILE,Unspecified,QUEENS,,,,,,,,40.7378899904803,-73.76792969154556,POINT (-73.767929691546 40.73788999048)
57937947,06/18/2023 08:43:03 AM,06/18/2023 09:32:46 AM,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,11232,188 27 STREET,27 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,27 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2023 09:32:52 AM,07 BROOKLYN,38,Precinct 72,3006600034,BROOKLYN,984333,179606,PHONE,Unspecified,BROOKLYN,,,,,,,,40.659653687460775,-73.99970084552645,POINT (-73.999700845526 40.659653687461)
57942429,06/20/2023 01:08:54 AM,06/20/2023 01:24:29 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11221,150 PATCHEN AVENUE,PATCHEN AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,PATCHEN AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/20/2023 01:24:32 AM,03 BROOKLYN,36,Precinct 81,3016520043,BROOKLYN,1004565,189325,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68630684737374,-73.92674996395736,POINT (-73.926749963957 40.686306847374)
57936057,06/18/2023 02:59:48 AM,06/18/2023 03:20:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10033,551 WEST  175 STREET,WEST  175 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  175 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 03:20:42 AM,12 MANHATTAN,10,Precinct 33,1021330022,MANHATTAN,1002074,247149,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.845024047886255,-73.93557845421171,POINT (-73.935578454212 40.845024047886)
57941601,06/19/2023 04:44:38 PM,06/19/2023 09:27:46 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,11417,97-15 133 AVENUE,133 AVENUE,97 STREET,HAWTREE STREET,97 STREET,HAWTREE STREET,ADDRESS,OZONE PARK,133 AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,06/19/2023 09:27:51 PM,10 QUEENS,32,Precinct 106,4114900121,QUEENS,1028714,185711,ONLINE,Unspecified,QUEENS,,,,,,,,40.676298884153354,-73.83969961674747,POINT (-73.839699616747 40.676298884153)
57932727,06/18/2023 12:48:04 PM,06/18/2023 01:13:18 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11373,42-07 GLEANE STREET,GLEANE STREET,WHITNEY AVENUE,LAMONT AVENUE,WHITNEY AVENUE,LAMONT AVENUE,ADDRESS,ELMHURST,GLEANE STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 01:13:24 PM,04 QUEENS,25,Precinct 110,4015680073,QUEENS,1018643,210615,ONLINE,Unspecified,QUEENS,,,,,,,,40.744699235257556,-73.87588003451827,POINT (-73.875880034518 40.744699235258)
57934176,06/18/2023 11:54:23 PM,06/19/2023 12:12:40 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11223,1780 EAST TENTH STREET,EAST TENTH STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST   10 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 12:12:46 AM,15 BROOKLYN,44,Precinct 61,3066660072,BROOKLYN,994613,160020,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.60588821035526,-73.9626790207112,POINT (-73.962679020711 40.605888210355)
